,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),CO (μg/m3 10²),NO2 (ppb),windspeed,direction,wind direction
2022-05-24 17:00:00,25.47,56.07,49.5,30.5,13.0,65.07,50.56,3.95,76.4,E
2022-05-24 18:00:00,24.34,62.54,48.0,30.0,13.0,71.92,45.94,4.89,65.23,NE
2022-05-24 19:00:00,23.71,67.35,55.5,34.0,14.5,71.92,50.01,3.37,53.33,NE
2022-05-24 20:00:00,24.45,63.61,64.0,39.0,17.0,61.64,45.0,2.4,94.03,E
2022-05-24 21:00:00,23.37,72.07,67.0,41.0,17.5,63.36,41.1,4.04,229.28,SW
2022-05-24 22:00:00,23.11,69.94,65.0,40.0,17.0,61.64,39.43,1.96,155.95,SE
2022-05-24 23:00:00,23.06,66.85,62.5,38.0,16.5,58.22,40.73,0.75,126.93,SE
2022-05-25 00:00:00,22.11,72.28,68.0,41.0,18.0,61.64,41.15,0.64,164.62,S
2022-05-25 01:00:00,21.76,74.42,74.0,46.0,19.5,61.64,45.88,0.64,162.08,S
2022-05-25 02:00:00,21.32,78.12,83.0,51.0,22.0,58.22,40.45,1.17,239.43,SW
2022-05-25 03:00:00,20.46,86.74,98.0,59.5,25.0,70.21,51.12,0.29,235.28,CALM
2022-05-25 04:00:00,20.63,85.82,91.0,56.0,24.0,71.92,57.69,0.44,242.1,CALM
2022-05-25 05:00:00,22.56,72.4,82.5,51.0,21.5,61.64,103.57,0.58,247.85,W
2022-05-25 06:00:00,23.73,70.6,102.0,62.0,26.0,61.64,77.44,0.22,254.73,CALM
2022-05-25 07:00:00,25.92,61.48,99.5,61.0,26.0,54.79,79.15,0.36,288.17,CALM
2022-05-25 08:00:00,26.46,60.33,72.0,45.0,19.0,54.79,49.55,0.7,67.87,E
2022-05-25 09:00:00,25.62,71.36,100.5,61.0,25.5,59.93,47.3,1.34,63.82,NE
2022-05-25 10:00:00,27.68,57.45,60.0,37.0,16.0,51.37,41.3,2.54,68.18,E
2022-05-25 11:00:00,28.24,54.74,56.5,34.5,15.0,47.95,37.05,2.94,71.27,E
2022-05-25 12:00:00,26.77,61.86,59.0,37.0,16.0,65.07,39.81,2.25,81.43,E
2022-05-25 13:00:00,27.26,58.64,55.5,34.5,15.0,59.93,48.02,2.66,84.72,E
2022-05-25 14:00:00,27.68,55.64,50.0,32.0,14.0,58.22,41.88,4.97,78.97,E
2022-05-25 15:00:00,27.76,57.13,54.0,33.5,14.5,61.64,42.98,4.0,71.15,E
2022-05-25 16:00:00,27.36,61.09,57.0,35.0,15.0,71.92,45.9,3.12,83.08,E
2022-05-25 17:00:00,26.41,60.48,56.5,35.0,15.0,71.92,49.71,3.05,85.35,E
2022-05-25 18:00:00,25.82,57.23,54.0,34.0,15.0,61.64,52.79,3.15,90.02,E
2022-05-25 19:00:00,26.49,54.8,55.5,34.0,15.0,61.64,44.41,2.88,77.13,E
2022-05-25 20:00:00,26.53,53.45,55.0,34.0,15.0,61.64,46.87,2.32,158.33,S
2022-05-25 21:00:00,27.54,45.51,36.0,22.0,9.0,44.52,25.73,1.17,221.45,SW
2022-05-25 22:00:00,24.81,66.57,51.0,31.0,13.0,75.34,40.71,1.57,211.32,SW
2022-05-25 23:00:00,24.17,69.12,51.5,32.0,14.0,68.49,35.08,3.05,198.48,S
2022-05-26 00:00:00,23.49,66.03,49.0,30.0,13.0,65.07,37.97,2.36,93.83,E
2022-05-26 01:00:00,22.71,66.53,45.0,27.5,12.0,61.64,33.41,1.44,215.22,SW
2022-05-26 02:00:00,22.25,67.03,47.0,28.0,12.0,61.64,36.71,0.41,257.33,CALM
2022-05-26 03:00:00,22.2,67.46,51.5,31.0,13.0,66.78,41.33,0.61,246.37,SW
2022-05-26 04:00:00,22.33,67.8,57.0,35.0,15.0,71.92,64.81,0.48,242.28,CALM
2022-05-26 05:00:00,23.74,65.67,77.0,48.0,21.0,70.21,113.73,0.8,242.37,SW
2022-05-26 06:00:00,24.88,64.49,73.0,45.0,19.0,61.64,77.09,0.82,245.0,SW
2022-05-26 07:00:00,25.05,70.46,96.0,58.0,24.0,63.36,59.65,0.41,236.47,CALM
2022-05-26 08:00:00,26.43,61.12,75.0,46.0,19.0,51.37,48.26,1.27,73.85,E
2022-05-26 09:00:00,27.32,58.28,88.0,53.5,22.5,53.08,41.96,1.99,72.9,E
2022-05-26 10:00:00,30.09,50.89,81.0,49.0,21.0,43.84,55.93,1.95,74.58,E
2022-05-26 11:00:00,31.12,45.62,66.5,41.0,17.5,37.67,51.15,1.88,81.45,E
2022-05-26 12:00:00,31.26,45.36,56.0,34.0,15.0,43.84,44.31,1.57,78.23,E
2022-05-26 13:00:00,32.2,43.03,53.0,33.0,14.0,43.49,53.71,3.47,68.55,E
2022-05-26 14:00:00,32.68,42.48,49.0,30.0,13.0,43.15,44.36,4.59,75.02,E
2022-05-26 15:00:00,32.42,45.52,47.5,29.5,13.0,54.11,53.1,2.86,82.25,E
2022-05-26 16:00:00,32.35,47.59,45.0,28.0,12.0,58.22,56.06,2.5,70.83,E
2022-05-26 17:00:00,30.96,47.57,48.0,29.0,12.5,49.32,55.74,2.44,73.98,E
2022-05-26 18:00:00,29.42,48.87,59.0,36.0,15.0,85.62,80.32,2.18,90.73,E
2022-05-26 19:00:00,28.33,53.46,49.0,30.0,13.0,75.34,65.1,1.91,100.18,E
2022-05-26 20:00:00,27.34,60.25,52.0,31.0,13.0,82.19,58.79,1.4,91.18,E
2022-05-26 21:00:00,26.62,57.76,74.0,45.0,19.0,78.77,121.35,0.96,92.45,E
2022-05-26 22:00:00,26.03,60.27,68.0,42.0,18.0,68.49,98.3,0.7,190.2,S
2022-05-26 23:00:00,25.3,63.24,72.0,43.5,19.0,70.21,92.9,0.42,239.78,CALM
2022-05-27 00:00:00,24.93,65.36,75.0,46.0,19.0,68.49,67.51,0.58,256.83,W
2022-05-27 01:00:00,23.85,68.78,75.5,45.5,19.0,61.64,54.93,0.66,241.67,SW
2022-05-27 02:00:00,23.5,70.73,79.0,48.0,20.0,65.07,53.3,0.77,188.52,S
2022-05-27 03:00:00,23.63,72.29,84.0,51.0,21.5,61.64,45.94,0.93,218.85,SW
2022-05-27 04:00:00,23.5,75.97,90.0,55.0,23.0,71.92,63.25,1.09,257.78,W
2022-05-27 05:00:00,24.3,75.92,96.5,59.0,25.0,68.49,70.1,0.88,260.9,W
2022-05-27 06:00:00,25.28,73.91,97.0,58.0,24.0,61.64,73.59,0.44,260.57,CALM
2022-05-27 07:00:00,26.25,71.83,101.5,62.5,26.0,54.79,61.45,0.73,262.98,W
2022-05-27 08:00:00,28.17,58.49,91.0,55.0,23.0,44.52,58.93,1.11,65.38,NE
2022-05-27 09:00:00,29.33,55.5,95.0,58.0,24.5,47.95,57.12,1.73,66.48,NE
2022-05-27 10:00:00,31.62,45.7,78.0,47.0,20.0,32.88,53.14,1.78,55.85,NE
2022-05-27 11:00:00,30.21,47.67,73.5,44.5,19.0,43.15,47.91,2.05,73.77,E
2022-05-27 12:00:00,30.44,50.31,67.0,41.0,17.0,54.79,50.59,2.08,85.5,E
2022-05-27 13:00:00,30.4,51.18,57.0,35.0,15.0,46.23,50.26,2.78,67.92,E
2022-05-27 14:00:00,31.29,47.19,55.0,33.0,14.0,36.3,54.95,3.8,71.02,E
2022-05-27 15:00:00,31.67,39.94,80.0,49.0,21.0,29.45,49.14,3.69,79.08,E
2022-05-27 16:00:00,30.01,46.15,77.0,47.0,20.0,50.68,44.89,4.52,72.93,E
2022-05-27 17:00:00,28.44,51.44,74.0,46.0,19.0,71.92,52.46,5.73,65.53,NE
2022-05-27 18:00:00,27.77,55.1,79.0,48.0,21.0,75.34,61.41,6.36,63.2,NE
2022-05-27 19:00:00,27.84,57.28,83.0,50.5,21.5,75.34,66.82,4.94,69.7,E
2022-05-27 20:00:00,27.83,50.59,61.0,37.0,15.0,51.37,40.16,1.72,102.4,E
2022-05-27 21:00:00,27.07,67.12,81.0,49.5,20.5,80.48,50.37,0.57,181.62,S
2022-05-27 22:00:00,25.81,79.85,79.0,48.0,20.0,82.19,51.93,3.21,182.62,S
2022-05-27 23:00:00,25.73,77.98,76.0,46.0,19.5,68.49,40.46,1.54,58.45,NE
2022-05-28 00:00:00,25.57,72.92,75.0,45.0,19.0,58.22,40.78,1.35,93.42,E
2022-05-28 01:00:00,24.92,69.82,85.5,52.0,21.5,54.79,37.06,0.74,83.2,E
2022-05-28 02:00:00,24.17,66.8,89.0,54.0,22.0,58.22,37.88,0.67,154.07,SE
2022-05-28 03:00:00,23.88,67.14,104.5,63.0,26.0,63.36,48.21,0.6,272.85,W
2022-05-28 04:00:00,23.9,68.08,103.0,63.0,26.0,71.92,62.61,0.16,306.87,CALM
2022-05-28 05:00:00,24.94,68.31,115.0,70.0,29.0,68.49,71.7,0.46,251.5,CALM
2022-05-28 06:00:00,25.55,70.03,118.0,72.0,30.0,61.64,52.19,0.6,238.33,SW
2022-05-28 07:00:00,25.94,70.21,119.0,72.5,30.5,59.93,42.63,0.61,186.15,S
2022-05-28 08:00:00,27.37,60.82,109.0,67.0,28.0,44.52,42.28,1.36,73.73,E
2022-05-28 09:00:00,29.23,51.35,105.0,63.5,26.5,39.38,36.61,2.33,64.58,NE
2022-05-28 10:00:00,30.03,46.29,101.0,63.0,27.0,34.25,31.55,1.94,77.52,E
2022-05-28 11:00:00,28.88,53.44,106.0,65.0,27.5,58.22,37.93,1.97,78.12,E
2022-05-28 12:00:00,30.91,46.28,99.0,60.0,25.0,34.93,37.17,2.75,69.1,E
2022-05-28 13:00:00,28.05,65.34,99.5,60.5,25.5,78.77,42.95,3.56,64.82,NE
2022-05-28 14:00:00,28.5,64.3,98.0,59.0,24.0,71.92,43.4,2.69,70.07,E
2022-05-28 15:00:00,28.3,63.84,99.0,60.5,25.0,73.63,37.49,4.13,76.95,E
2022-05-28 16:00:00,28.63,59.82,93.0,57.0,24.0,61.64,37.57,2.16,78.35,E
2022-05-28 17:00:00,27.53,66.29,89.5,54.5,22.5,71.92,43.13,2.7,67.27,NE
2022-05-28 18:00:00,26.31,72.99,122.0,73.0,30.0,75.34,46.05,1.98,100.07,E
2022-05-28 19:00:00,25.8,73.53,89.0,54.0,22.0,71.92,38.57,2.08,88.52,E
2022-05-28 20:00:00,25.63,70.25,82.0,50.0,20.0,65.07,33.78,2.05,82.38,E
2022-05-28 21:00:00,25.86,64.83,86.0,52.5,22.0,61.64,36.7,1.5,81.43,E
2022-05-28 22:00:00,25.88,64.16,107.0,65.0,27.0,61.64,50.61,1.62,84.93,E
2022-05-28 23:00:00,24.82,61.45,81.5,50.0,20.0,65.07,55.14,0.65,102.08,E
2022-05-29 00:00:00,24.84,67.49,106.0,64.0,26.0,71.92,62.43,0.71,206.27,SW
2022-05-29 01:00:00,24.97,67.21,110.5,66.0,27.0,65.07,46.19,0.86,271.58,W
2022-05-29 02:00:00,24.5,82.36,122.0,73.0,30.0,65.07,41.34,0.36,232.72,CALM
2022-05-29 03:00:00,23.92,78.48,115.5,69.5,28.0,61.64,41.27,1.2,165.37,S
2022-05-29 04:00:00,23.82,78.04,108.0,65.0,27.0,58.22,36.73,1.75,80.8,E
2022-05-29 05:00:00,25.1,57.59,54.0,32.0,13.0,37.67,30.06,0.7,231.63,SW
2022-05-29 06:00:00,25.15,67.63,93.0,57.0,23.0,58.22,37.63,0.71,245.95,SW
2022-05-29 07:00:00,25.49,74.13,134.0,80.0,32.5,56.51,36.91,1.14,291.37,W
2022-05-29 08:00:00,26.63,62.16,99.0,60.0,25.0,41.1,33.29,1.58,81.57,E
2022-05-29 09:00:00,27.66,53.05,78.0,47.5,20.0,39.38,26.0,2.81,69.67,E
2022-05-29 10:00:00,28.39,48.89,75.0,45.0,19.0,37.67,32.73,2.67,64.45,NE
2022-05-29 11:00:00,27.58,57.46,93.0,57.0,23.5,73.63,30.82,3.63,65.02,NE
2022-05-29 12:00:00,27.21,65.31,90.0,55.0,23.0,71.92,32.88,4.37,69.3,E
2022-05-29 13:00:00,28.1,58.18,79.0,48.0,20.0,58.22,29.17,5.59,71.12,E
2022-05-29 14:00:00,28.89,54.35,72.0,44.0,19.0,51.37,24.91,5.21,64.7,NE
2022-05-29 15:00:00,25.67,76.02,117.5,71.0,29.0,94.18,39.92,4.13,76.63,E
2022-05-29 16:00:00,22.3,87.13,40.0,24.0,9.0,78.77,32.22,2.77,79.75,E
2022-05-29 17:00:00,23.36,85.52,56.5,33.5,13.0,78.77,61.05,6.61,71.25,E
2022-05-29 18:00:00,23.54,79.46,58.0,35.0,14.0,75.34,71.98,3.44,123.13,SE
2022-05-29 19:00:00,23.39,74.91,54.5,32.5,13.5,61.64,51.84,1.37,252.8,W
2022-05-29 20:00:00,22.04,79.48,65.0,38.0,15.0,65.07,54.31,0.76,289.45,W
2022-05-29 21:00:00,22.06,79.25,66.5,40.0,16.0,61.64,55.2,0.9,224.57,SW
2022-05-29 22:00:00,21.62,79.62,61.0,36.0,15.0,61.64,48.07,1.12,245.78,SW
2022-05-29 23:00:00,21.28,73.45,39.0,23.0,9.5,56.51,36.8,0.75,240.5,SW
2022-05-30 00:00:00,20.89,73.12,37.0,22.0,9.0,58.22,39.23,0.78,259.68,W
2022-05-30 01:00:00,20.8,72.25,32.0,19.5,8.0,51.37,28.26,0.38,253.83,CALM
2022-05-30 02:00:00,21.74,63.74,27.0,16.0,7.0,44.52,22.48,0.44,263.17,CALM
2022-05-30 03:00:00,20.48,77.48,53.5,31.5,12.5,63.36,37.39,0.79,226.3,SW
2022-05-30 04:00:00,21.29,63.84,22.0,13.0,5.0,54.79,38.76,0.6,119.82,SE
2022-05-30 05:00:00,22.02,59.47,22.0,13.5,5.0,47.95,37.62,0.63,203.65,SW
2022-05-30 06:00:00,22.1,66.27,43.0,26.0,10.0,54.79,52.18,0.63,157.17,SE
2022-05-30 07:00:00,23.47,61.13,37.0,22.0,9.0,54.79,46.58,1.38,118.8,SE
2022-05-30 08:00:00,26.19,49.42,27.0,16.0,6.0,41.1,31.94,2.19,65.62,NE
2022-05-30 09:00:00,28.13,40.33,16.5,10.0,4.0,22.26,22.29,2.71,84.12,E
2022-05-30 10:00:00,30.18,34.53,14.0,8.0,3.0,15.07,29.62,2.31,107.55,E
2022-05-30 11:00:00,30.46,32.75,14.0,8.0,3.0,18.15,33.02,3.36,126.95,SE
2022-05-30 12:00:00,28.6,46.39,13.0,8.0,3.0,68.49,38.55,3.31,119.55,SE
2022-05-30 13:00:00,29.33,40.91,14.5,8.5,3.5,56.51,39.25,4.03,91.83,E
2022-05-30 14:00:00,29.29,41.55,11.0,6.0,2.0,58.22,34.97,6.1,68.8,E
2022-05-30 15:00:00,29.12,47.07,12.0,7.0,3.0,73.63,38.15,4.66,45.42,NE
2022-05-30 16:00:00,29.06,41.29,10.0,6.0,2.0,58.22,31.63,4.53,63.08,NE
2022-05-30 17:00:00,28.02,44.33,9.5,6.0,2.0,58.22,34.95,3.58,67.05,NE
2022-05-30 18:00:00,27.47,37.95,10.0,5.0,2.0,51.37,31.73,3.7,69.7,E
2022-05-30 19:00:00,26.8,42.42,10.5,6.0,2.0,71.92,51.55,4.03,74.58,E
2022-05-30 20:00:00,25.66,43.7,11.0,6.0,3.0,68.49,52.47,3.09,83.98,E
2022-05-30 21:00:00,25.14,48.87,14.5,8.5,3.5,73.63,51.12,1.56,281.5,W
2022-05-30 22:00:00,24.46,50.29,14.0,8.0,3.0,71.92,51.05,1.21,254.02,W
2022-05-30 23:00:00,24.21,49.45,12.0,7.0,3.0,71.92,51.22,1.04,243.7,SW
2022-05-31 00:00:00,23.68,51.54,15.0,9.0,4.0,65.07,53.62,0.5,249.3,W
2022-05-31 01:00:00,23.12,50.49,12.0,7.0,3.0,58.22,36.67,0.38,248.33,CALM
2022-05-31 02:00:00,22.54,54.28,18.0,11.0,5.0,61.64,42.56,0.9,248.42,W
2022-05-31 03:00:00,22.29,50.63,13.0,8.0,3.0,65.07,41.08,0.67,282.22,W
2022-05-31 04:00:00,22.35,55.51,22.0,13.0,5.0,75.34,65.88,1.01,248.25,W
2022-05-31 05:00:00,23.48,56.16,27.0,16.0,7.0,66.78,76.45,0.39,242.87,CALM
2022-05-31 06:00:00,24.6,66.56,37.0,22.0,9.0,71.92,70.49,0.6,254.07,W
2022-05-31 07:00:00,24.69,67.1,40.5,24.0,9.0,63.36,47.79,1.08,301.52,NW
2022-06-01 00:00:00,24.83,60.38,23.0,14.0,6.0,51.37,30.42,0.67,211.55,SW
2022-06-01 01:00:00,24.75,57.98,19.0,11.0,5.0,51.37,25.76,1.17,157.93,S
2022-06-01 02:00:00,24.97,55.39,20.0,12.0,5.0,51.37,27.63,1.86,229.68,SW
2022-06-01 03:00:00,23.79,77.56,32.0,19.0,8.0,68.49,37.04,3.61,217.32,SW
2022-06-01 04:00:00,22.94,82.07,38.0,23.0,9.0,68.49,42.22,2.0,168.02,S
2022-06-01 05:00:00,23.7,72.01,37.0,22.0,9.0,61.64,48.34,1.85,75.55,E
2022-06-01 06:00:00,24.73,69.72,43.0,26.0,10.0,61.64,58.02,0.94,200.75,S
2022-06-01 07:00:00,25.0,71.97,54.0,33.0,13.0,54.79,53.57,1.1,204.7,SW
2022-06-01 08:00:00,26.69,62.31,54.0,32.0,13.0,47.95,50.33,1.45,84.82,E
2022-06-01 09:00:00,28.2,53.37,36.0,22.0,9.0,37.67,32.9,2.17,66.37,NE
2022-06-01 10:00:00,29.83,44.29,33.0,20.0,8.0,32.88,27.83,2.05,65.13,NE
2022-06-01 11:00:00,29.96,42.22,23.0,14.0,6.0,30.82,23.06,2.48,75.63,E
2022-06-01 12:00:00,30.36,42.14,20.0,12.0,5.0,34.25,25.24,3.06,63.3,NE
2022-06-01 13:00:00,31.12,37.16,19.0,12.0,5.0,30.14,35.31,3.14,71.63,E
2022-06-01 14:00:00,31.15,39.51,17.0,11.0,4.0,34.93,30.17,4.38,71.22,E
2022-06-01 15:00:00,30.75,38.74,18.0,11.0,5.0,32.88,34.3,4.34,58.17,NE
2022-06-01 16:00:00,30.92,39.89,19.0,12.0,5.0,48.63,40.89,4.79,58.47,NE
2022-06-01 17:00:00,29.84,44.03,21.0,13.0,5.0,65.07,45.43,5.23,67.98,E
2022-06-01 18:00:00,29.56,41.77,27.0,16.0,7.0,58.22,49.88,4.5,67.62,E
2022-06-01 19:00:00,28.96,45.22,32.0,19.0,8.0,71.92,56.93,3.5,67.23,NE
2022-06-01 20:00:00,27.49,50.34,38.0,23.0,10.0,85.62,86.18,2.07,198.95,S
2022-06-01 21:00:00,27.08,50.93,38.0,23.0,10.0,71.92,73.61,1.14,270.55,W
2022-06-01 22:00:00,27.02,51.67,37.0,23.0,10.0,68.49,61.16,0.93,265.45,W
2022-06-01 23:00:00,26.32,55.13,44.0,27.0,11.0,78.77,77.57,0.69,263.35,W
2022-06-02 00:00:00,25.68,57.47,41.0,25.0,11.0,61.64,50.34,0.44,271.02,CALM
2022-06-02 01:00:00,24.68,61.94,49.5,30.0,13.0,51.37,48.58,0.53,251.68,W
2022-06-02 02:00:00,24.16,66.22,55.0,33.0,14.0,41.1,49.58,0.61,249.68,W
2022-06-02 03:00:00,24.17,67.63,61.0,37.5,16.0,47.95,45.24,1.25,245.63,SW
2022-06-02 04:00:00,23.99,67.1,65.0,39.0,16.0,61.64,62.56,1.05,239.15,SW
2022-06-02 05:00:00,24.18,78.19,74.5,45.5,19.0,61.64,55.1,0.67,248.57,W
2022-06-02 06:00:00,24.63,77.52,85.0,51.0,21.0,58.22,59.37,0.75,247.32,SW
2022-06-02 07:00:00,26.21,69.82,74.5,45.0,19.0,51.37,54.19,1.29,122.92,SE
2022-06-02 08:00:00,28.11,59.53,96.0,58.0,24.0,47.95,56.59,1.36,68.12,E
2022-06-02 09:00:00,29.41,51.55,82.5,50.0,21.0,39.38,50.66,1.99,66.08,NE
2022-06-02 10:00:00,30.45,43.9,49.0,31.0,13.0,39.73,29.75,1.96,57.62,NE
2022-06-02 11:00:00,31.36,41.13,43.5,27.0,12.0,25.0,41.31,2.64,55.42,NE
2022-06-02 12:00:00,31.73,43.27,43.0,26.0,11.0,42.47,47.53,3.03,66.57,NE
2022-06-02 13:00:00,31.97,42.23,36.0,22.0,9.5,44.52,45.36,3.87,65.4,NE
2022-06-02 14:00:00,32.52,37.46,43.0,27.0,11.0,29.45,46.9,5.06,68.68,E
2022-06-02 15:00:00,32.5,35.34,46.0,28.0,12.0,23.97,40.02,5.04,68.55,E
2022-06-02 16:00:00,32.21,34.65,44.0,27.0,12.0,31.51,41.98,4.41,78.98,E
2022-06-02 17:00:00,32.01,35.9,47.0,29.0,13.0,36.99,48.98,5.09,58.35,NE
2022-06-02 18:00:00,31.22,39.01,49.0,30.0,13.0,48.63,61.47,4.29,70.42,E
2022-06-02 19:00:00,26.74,73.82,63.0,39.0,16.5,114.73,93.66,3.37,88.48,E
2022-06-02 20:00:00,26.82,70.24,65.0,39.0,17.0,99.32,125.54,2.78,97.03,E
2022-06-02 21:00:00,26.54,66.33,65.5,40.0,17.0,83.9,108.24,1.58,253.0,W
2022-06-02 22:00:00,26.65,72.62,81.0,50.0,22.0,71.92,94.49,0.26,234.2,CALM
2022-06-02 23:00:00,25.94,70.59,69.0,42.5,18.0,47.95,63.63,0.62,257.22,W
2022-06-03 00:00:00,25.64,65.18,60.0,37.0,16.0,51.37,50.29,0.5,246.17,SW
2022-06-03 01:00:00,25.22,66.42,66.0,40.0,17.0,51.37,52.8,0.5,253.03,W
2022-06-03 02:00:00,25.38,62.97,58.0,35.0,15.0,44.52,42.21,0.39,253.12,CALM
2022-06-03 03:00:00,24.87,67.9,68.5,42.0,18.0,58.22,55.25,0.68,244.98,SW
2022-06-03 04:00:00,24.49,69.36,75.0,45.0,19.0,58.22,74.44,0.49,260.72,CALM
2022-06-03 05:00:00,25.54,66.27,72.0,43.5,18.5,56.51,70.2,0.36,238.68,CALM
2022-06-03 06:00:00,28.57,46.49,31.0,19.0,8.0,27.4,30.53,1.01,240.25,SW
2022-06-03 07:00:00,30.62,39.7,29.5,17.5,7.5,6.16,31.56,1.25,200.58,S
2022-06-03 08:00:00,33.06,32.64,25.0,15.0,6.0,27.32,29.13,1.99,218.45,SW
2022-06-03 09:00:00,33.46,31.03,20.0,13.0,5.0,22.13,26.94,1.7,162.58,S
2022-06-03 10:00:00,35.17,25.97,20.0,12.0,5.0,16.73,29.41,2.7,202.63,SW
2022-06-03 11:00:00,34.8,30.55,35.5,22.0,9.5,25.68,46.97,3.36,243.6,SW
2022-06-03 12:00:00,34.27,31.92,33.0,21.0,9.0,27.4,44.21,2.5,209.93,SW
2022-06-03 13:00:00,34.4,32.48,36.5,23.0,10.0,29.45,54.9,3.44,98.82,E
2022-06-03 14:00:00,34.9,30.46,33.0,20.0,9.0,22.6,44.93,5.21,67.67,E
2022-06-03 15:00:00,34.44,31.76,32.5,20.0,9.0,28.77,49.59,5.1,52.32,NE
2022-06-03 16:00:00,34.63,32.47,34.0,21.0,9.0,36.3,48.15,4.13,52.85,NE
2022-06-03 17:00:00,32.94,31.69,28.5,17.5,7.5,31.16,52.74,5.02,70.75,E
2022-06-03 18:00:00,32.04,36.11,35.0,21.0,9.0,52.05,64.43,3.28,76.12,E
2022-06-03 19:00:00,31.01,36.09,35.5,21.5,9.0,60.62,83.13,3.62,235.68,SW
2022-06-03 20:00:00,29.99,37.71,39.0,24.0,10.0,82.19,95.4,1.62,107.67,E
2022-06-03 21:00:00,29.6,50.16,48.0,29.5,12.5,78.77,85.83,1.01,201.93,S
2022-06-03 22:00:00,29.29,54.9,46.0,28.0,12.0,78.77,68.74,0.5,254.82,W
2022-06-03 23:00:00,28.72,51.25,51.0,31.5,13.5,70.21,71.99,0.79,150.92,SE
2022-06-04 00:00:00,28.22,46.43,42.0,26.0,11.0,54.79,49.15,0.47,231.58,CALM
2022-06-04 01:00:00,28.27,46.57,47.0,29.0,12.0,53.08,45.72,0.7,290.65,W
2022-06-04 02:00:00,27.46,50.55,50.0,31.0,14.0,65.07,49.43,1.01,261.02,W
2022-06-04 03:00:00,26.93,55.11,57.5,35.5,15.0,63.36,54.42,0.92,214.72,SW
2022-06-04 04:00:00,26.75,57.05,61.0,37.5,15.5,61.64,57.02,0.72,252.98,W
2022-06-04 05:00:00,26.47,62.47,72.0,44.0,18.0,68.49,62.56,0.88,245.93,SW
2022-06-04 06:00:00,27.54,64.07,64.0,40.0,17.0,54.79,48.95,0.59,240.0,SW
2022-06-04 07:00:00,27.44,68.95,75.0,46.0,19.0,59.93,51.79,1.52,188.58,S
2022-06-04 08:00:00,30.45,48.57,65.0,40.0,17.0,34.93,41.38,1.41,75.48,E
2022-06-04 09:00:00,30.7,45.73,65.5,40.0,17.0,22.6,40.68,1.37,72.33,E
2022-06-04 10:00:00,31.5,43.13,65.0,40.0,17.0,28.08,35.37,1.45,60.6,NE
2022-06-04 11:00:00,32.36,39.45,49.5,30.5,13.5,20.21,39.6,1.97,54.9,NE
2022-06-04 12:00:00,32.49,41.67,62.0,38.0,16.0,36.3,36.47,3.3,62.8,NE
2022-06-04 13:00:00,32.59,42.38,59.5,36.5,15.5,38.7,38.14,4.17,64.92,NE
2022-06-04 14:00:00,32.09,48.5,61.0,38.0,16.0,45.21,46.97,4.39,70.43,E
2022-06-04 15:00:00,32.2,46.15,59.5,36.0,15.5,33.56,40.05,4.77,78.7,E
2022-06-04 16:00:00,32.82,38.2,55.0,34.0,15.0,23.29,32.23,5.33,67.35,NE
2022-06-04 17:00:00,32.2,38.66,56.0,35.0,15.0,33.22,40.24,5.22,53.08,NE
2022-06-04 18:00:00,31.92,40.29,56.0,34.0,15.0,41.78,48.68,4.68,73.53,E
2022-06-04 19:00:00,30.22,44.25,57.0,34.5,14.5,52.74,52.6,3.36,75.03,E
2022-06-04 20:00:00,29.52,51.79,65.0,40.0,17.0,69.86,57.58,2.19,174.05,S
2022-06-04 21:00:00,28.88,51.26,64.5,39.5,16.5,71.92,62.29,2.76,132.53,SE
2022-06-04 22:00:00,28.68,50.82,61.0,38.0,15.0,65.07,52.16,1.07,156.77,SE
2022-06-04 23:00:00,28.51,50.63,64.5,39.0,16.0,70.21,71.9,0.74,248.23,W
2022-06-05 00:00:00,27.9,61.44,84.0,51.0,21.0,75.34,65.58,0.55,300.4,NW
2022-06-05 01:00:00,26.8,66.11,82.0,50.5,21.0,66.78,64.96,0.3,311.65,CALM
2022-06-05 02:00:00,26.43,64.9,85.0,51.0,22.0,58.22,60.16,0.2,217.13,CALM
2022-06-05 03:00:00,26.53,59.87,78.5,47.5,20.0,56.51,55.63,0.8,195.18,S
2022-06-05 04:00:00,26.95,57.35,78.0,47.0,20.0,54.79,44.63,0.51,263.33,W
2022-06-05 05:00:00,26.77,62.89,77.5,47.0,20.0,58.22,41.81,0.37,244.13,CALM
2022-06-05 06:00:00,26.81,69.69,86.0,52.0,22.0,54.79,45.43,0.31,269.22,CALM
2022-06-05 07:00:00,27.4,69.1,103.5,62.5,26.0,54.79,43.11,1.35,169.62,S
2022-06-05 08:00:00,29.29,56.23,114.0,69.0,28.0,41.1,38.09,1.28,79.62,E
2022-06-05 09:00:00,32.5,46.41,69.5,43.0,18.5,17.12,18.16,2.36,72.38,E
2022-06-05 10:00:00,32.61,44.53,67.0,41.0,17.0,21.92,31.46,2.27,61.42,NE
2022-06-05 11:00:00,36.31,27.06,36.0,22.0,9.5,11.72,0.49,3.38,64.55,NE
2022-06-05 12:00:00,37.63,25.37,34.0,21.0,9.0,11.56,4.47,3.91,49.57,NE
2022-06-05 13:00:00,37.9,24.7,32.5,19.5,8.0,13.57,23.36,3.85,109.42,E
