,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C),windspeed,direction,wind direction
2022-06-17 00:00:00,16.58,34.57,66.91,44.46,2.3,11.64,12.85,15.59,23.07,0.95,244.25,SW
2022-06-17 01:00:00,17.05,48.67,70.99,43.53,1.57,9.15,10.25,13.14,22.58,0.23,238.95,CALM
2022-06-17 02:00:00,16.1,12.77,69.17,30.32,13.62,7.32,8.1,9.95,22.02,0.81,241.38,SW
2022-06-17 03:00:00,16.36,11.84,72.76,25.16,18.57,8.86,9.69,11.33,21.46,0.37,253.33,CALM
2022-06-17 04:00:00,16.47,9.08,75.08,21.85,21.66,8.6,9.38,10.83,21.05,0.38,248.0,CALM
2022-06-17 05:00:00,16.55,9.98,77.83,27.13,16.3,8.56,9.5,11.51,20.56,0.96,244.88,SW
2022-06-17 06:00:00,16.6,16.76,78.9,34.7,6.78,8.54,9.5,11.64,20.38,0.41,241.37,CALM
2022-06-17 07:00:00,17.35,19.44,77.96,29.64,10.72,11.86,13.06,16.04,21.35,1.07,149.85,SE
2022-06-17 08:00:00,18.03,9.87,74.75,22.27,16.85,13.17,17.81,24.81,22.75,1.27,69.67,E
2022-06-17 09:00:00,18.07,4.31,64.87,13.44,26.96,9.7,11.21,15.87,25.2,2.26,57.17,NE
2022-06-17 10:00:00,17.61,0.0,52.88,0.48,45.91,5.51,6.67,10.94,28.15,2.35,68.75,E
2022-06-17 11:00:00,16.36,0.0,44.08,0.62,51.22,4.9,5.88,10.06,29.92,2.97,67.82,E
2022-06-17 12:00:00,17.51,0.04,44.86,4.3,64.98,7.37,8.56,13.31,30.88,3.19,65.3,NE
2022-06-17 13:00:00,17.64,4.18,43.12,7.49,64.55,6.36,7.55,12.25,31.73,3.96,64.0,NE
2022-06-17 14:00:00,18.78,9.56,46.99,10.94,65.21,5.01,6.02,10.56,31.46,5.21,70.17,E
2022-06-17 15:00:00,18.02,5.68,42.23,6.73,60.88,6.16,6.99,10.14,32.52,4.2,64.13,NE
2022-06-17 16:00:00,17.94,8.24,42.56,9.59,63.9,7.02,7.9,11.44,32.29,4.67,63.97,NE
2022-06-17 17:00:00,17.43,6.4,42.02,9.5,61.91,6.05,7.07,11.01,31.94,5.32,56.93,NE
2022-06-17 18:00:00,16.56,5.43,41.05,9.95,62.19,5.62,6.6,10.46,31.38,4.52,49.18,NE
2022-06-17 19:00:00,16.43,10.49,42.91,16.14,56.8,5.8,6.83,10.75,30.47,3.56,61.83,NE
2022-06-17 20:00:00,17.31,24.57,51.5,27.53,48.04,4.69,5.88,11.15,28.28,3.27,159.75,S
2022-06-17 21:00:00,17.44,25.95,56.89,30.58,38.13,4.66,5.72,9.77,26.7,1.39,228.23,SW
2022-06-17 22:00:00,17.84,26.11,60.4,32.31,29.86,5.42,6.57,10.86,26.11,1.95,119.62,SE
2022-06-17 23:00:00,18.01,27.76,70.36,25.02,56.03,10.37,11.62,16.94,23.84,3.14,140.98,SE
2022-06-18 00:00:00,18.37,26.59,84.12,27.28,54.84,13.06,13.88,15.21,21.17,1.7,198.68,S
2022-06-18 01:00:00,17.33,12.29,81.65,18.88,55.49,12.37,13.03,14.14,20.59,2.34,220.65,SW
2022-06-18 02:00:00,16.74,4.15,79.59,14.45,56.55,10.65,11.2,11.96,20.39,2.42,198.37,S
2022-06-18 03:00:00,17.11,4.66,79.62,20.45,38.62,10.14,10.64,11.4,20.77,0.71,124.83,SE
2022-06-18 04:00:00,17.65,4.8,82.46,19.95,30.87,10.99,11.56,12.39,20.75,0.15,155.4,CALM
2022-06-18 05:00:00,17.52,3.27,80.51,22.04,24.64,10.05,10.83,12.82,21.0,0.01,185.0,CALM
2022-06-18 06:00:00,16.93,1.67,76.07,18.89,25.0,9.13,9.9,11.74,21.34,0.34,203.58,CALM
2022-06-18 07:00:00,16.17,0.0,70.25,10.97,36.67,8.8,9.56,11.4,21.84,0.8,202.58,SW
2022-06-18 08:00:00,16.21,0.0,66.72,8.04,43.05,8.66,9.5,12.26,22.73,0.93,129.05,SE
2022-06-18 09:00:00,15.86,1.03,61.96,6.9,45.08,8.53,9.39,12.1,23.59,1.88,111.72,E
2022-06-18 10:00:00,15.93,0.0,60.6,5.21,49.11,8.91,9.78,12.02,24.02,1.53,135.07,SE
2022-06-18 11:00:00,16.26,0.53,61.41,8.74,46.22,8.61,9.41,11.55,24.15,1.65,173.12,S
2022-06-18 12:00:00,16.07,0.35,62.28,6.9,53.26,7.47,8.06,9.38,23.72,1.56,207.87,SW
2022-06-18 13:00:00,16.86,12.12,69.45,19.86,46.13,9.96,10.67,11.86,22.78,1.52,251.32,W
2022-06-18 14:00:00,17.82,19.04,77.74,28.6,35.99,12.13,12.86,13.78,21.89,1.35,248.4,W
2022-06-18 15:00:00,17.99,11.01,73.18,17.6,40.4,11.61,12.25,13.06,23.07,0.95,202.87,SW
2022-06-18 16:00:00,18.46,7.33,65.71,14.85,37.73,17.47,18.6,20.82,25.36,0.9,145.67,SE
2022-06-18 17:00:00,18.05,3.38,53.66,4.53,45.1,17.88,19.08,21.5,28.37,1.01,139.23,SE
2022-06-18 18:00:00,17.21,0.34,53.25,5.92,48.45,13.66,14.54,16.39,27.58,1.46,176.2,S
2022-06-18 19:00:00,15.05,0.34,57.24,1.94,70.13,5.28,5.75,7.55,24.04,8.37,242.53,SW
2022-06-18 20:00:00,12.67,0.2,53.05,3.75,68.22,2.7,2.96,3.74,22.74,3.6,262.55,W
2022-06-18 21:00:00,14.48,7.9,61.59,19.32,50.31,4.0,4.31,5.19,22.23,1.71,231.93,SW
2022-06-18 22:00:00,14.19,10.61,63.02,26.15,34.06,4.65,5.13,6.4,21.53,0.75,187.52,S
2022-06-18 23:00:00,13.77,8.48,62.92,23.14,34.72,4.31,4.75,5.98,21.12,0.63,244.77,SW
2022-06-19 00:00:00,13.6,6.07,62.2,19.77,38.78,3.59,3.97,5.01,21.13,0.98,266.37,W
2022-06-19 01:00:00,14.06,7.65,64.07,19.26,36.0,3.91,4.25,5.14,21.12,0.59,237.0,SW
2022-06-19 02:00:00,13.7,4.26,64.13,16.75,39.15,3.49,3.81,4.58,20.74,0.95,254.12,W
2022-06-19 03:00:00,13.53,3.58,66.26,13.7,42.13,3.72,4.05,4.82,20.03,1.0,242.8,SW
2022-06-19 04:00:00,13.38,7.36,70.19,22.89,27.76,4.12,4.48,5.29,18.94,0.81,249.17,W
2022-06-19 05:00:00,13.15,5.36,71.78,20.43,31.2,4.24,4.57,5.23,18.33,0.63,260.7,W
2022-06-19 06:00:00,13.24,6.54,72.66,25.99,23.62,4.48,4.84,5.65,18.23,0.7,237.1,SW
2022-06-19 07:00:00,14.38,12.45,74.05,31.15,14.53,5.46,5.97,7.45,19.12,0.61,192.3,S
2022-06-19 08:00:00,15.03,3.73,68.5,17.22,32.16,6.02,6.52,7.71,21.06,1.01,52.3,NE
2022-06-19 09:00:00,16.14,1.5,62.26,8.46,39.46,7.56,8.26,10.26,23.84,2.29,65.52,NE
2022-06-19 10:00:00,15.85,0.6,51.61,0.52,38.21,8.78,10.04,12.2,26.77,3.06,110.43,E
2022-06-19 11:00:00,9.53,0.0,28.78,0.0,24.41,1.44,1.74,2.94,29.59,4.54,239.07,SW
2022-06-19 12:00:00,9.14,0.0,26.15,0.0,44.8,1.34,1.62,2.86,30.77,3.93,247.12,SW
2022-06-19 13:00:00,9.28,0.0,23.97,0.0,52.2,1.44,1.74,3.19,32.51,4.05,247.32,SW
2022-06-19 14:00:00,8.96,1.23,22.09,1.91,59.86,1.4,1.69,2.94,33.61,2.75,163.48,S
2022-06-19 15:00:00,9.84,3.01,24.53,5.44,67.19,1.75,2.07,3.36,32.77,3.04,57.67,NE
2022-06-19 16:00:00,11.78,23.17,29.55,18.85,62.86,2.14,2.51,4.14,31.92,4.44,45.5,NE
2022-06-19 17:00:00,12.28,16.75,32.79,15.5,65.65,2.28,2.68,4.45,30.5,4.78,42.57,NE
2022-06-19 18:00:00,12.2,17.28,32.78,15.37,64.65,2.06,2.45,3.95,30.42,4.36,62.78,NE
2022-06-19 19:00:00,12.4,16.75,35.36,17.25,59.07,2.11,2.52,4.41,29.3,3.73,56.4,NE
2022-06-19 20:00:00,10.63,13.0,34.74,17.77,51.76,2.24,2.65,4.52,27.58,2.07,130.08,SE
2022-06-19 21:00:00,10.79,21.01,38.76,30.05,33.96,2.25,2.75,4.64,25.93,1.76,254.63,W
2022-06-19 22:00:00,10.39,21.03,41.35,37.81,18.67,2.32,2.84,4.55,24.37,0.78,260.68,W
2022-06-19 23:00:00,10.28,18.63,43.38,36.12,19.71,2.32,2.82,4.32,23.45,1.16,246.07,SW
2022-06-20 00:00:00,10.39,14.27,44.27,31.9,22.53,2.31,2.78,4.43,23.23,1.14,242.42,SW
2022-06-20 01:00:00,10.33,13.23,44.76,26.59,25.95,2.23,2.67,4.18,22.99,0.52,233.2,SW
2022-06-20 02:00:00,11.6,18.28,50.07,29.98,21.35,3.41,3.92,5.58,22.53,1.01,246.6,SW
2022-06-20 03:00:00,11.58,12.03,51.53,13.49,42.15,3.4,3.81,5.21,22.03,0.62,216.35,SW
2022-06-20 04:00:00,12.18,14.86,54.84,23.97,25.77,3.96,4.46,6.01,21.67,0.45,215.2,CALM
2022-06-20 05:00:00,12.52,13.86,58.39,24.65,24.35,3.68,4.23,6.07,21.0,1.31,247.27,SW
2022-06-20 06:00:00,13.37,22.96,61.45,38.15,4.65,4.35,5.03,6.67,21.07,0.48,264.57,CALM
2022-06-20 07:00:00,13.67,29.59,60.17,38.71,2.27,5.2,6.23,9.34,21.74,0.33,281.7,CALM
2022-06-20 08:00:00,14.21,16.62,56.92,28.03,15.1,6.24,7.53,11.44,23.25,1.35,73.73,E
2022-06-20 09:00:00,16.65,17.7,59.64,23.42,18.51,7.25,8.67,11.96,25.08,1.76,72.75,E
2022-06-20 10:00:00,15.99,2.98,47.52,8.56,30.45,8.75,10.07,13.17,28.25,2.11,69.97,E
2022-06-20 11:00:00,13.76,0.0,35.42,0.45,38.42,3.37,3.96,6.12,30.87,2.25,69.28,E
2022-06-20 12:00:00,13.06,0.0,31.53,1.34,55.41,2.47,2.92,5.11,32.06,2.98,64.27,NE
2022-06-20 13:00:00,14.18,3.13,33.05,9.64,57.0,2.23,2.62,4.53,32.52,3.45,71.4,E
2022-06-20 14:00:00,13.12,0.55,31.53,5.88,64.13,1.88,2.25,4.15,32.14,5.62,76.8,E
2022-06-20 15:00:00,12.66,3.9,29.71,9.19,63.97,1.37,1.78,3.62,32.67,4.9,77.17,E
2022-06-20 16:00:00,14.1,14.61,32.58,14.35,65.53,2.19,2.61,4.74,32.7,5.12,77.68,E
2022-06-20 17:00:00,14.91,17.94,34.5,17.92,56.7,2.6,3.09,5.03,32.6,4.35,59.9,NE
2022-06-20 18:00:00,14.29,13.59,34.13,15.84,57.14,2.65,3.13,5.76,32.08,4.72,61.23,NE
2022-06-20 19:00:00,13.73,15.44,34.82,18.11,53.76,2.75,3.28,5.84,31.09,3.91,122.25,SE
2022-06-20 20:00:00,13.68,26.28,40.52,31.36,41.49,2.91,3.51,6.5,28.41,3.14,245.5,SW
2022-06-20 21:00:00,14.33,31.56,46.64,33.34,35.97,3.85,4.58,8.27,26.71,2.14,274.9,W
2022-06-20 22:00:00,14.08,25.92,48.22,33.98,24.66,4.79,5.53,8.15,25.86,1.12,262.83,W
2022-06-20 23:00:00,13.43,14.51,48.12,18.37,42.44,5.13,5.76,8.02,25.19,1.48,295.02,NW
2022-06-21 00:00:00,12.74,12.08,47.55,20.4,37.98,6.99,7.67,9.9,24.63,1.12,242.17,SW
2022-06-21 01:00:00,11.98,11.86,46.04,21.64,34.82,4.81,5.39,7.68,24.34,1.51,234.08,SW
2022-06-21 02:00:00,12.21,9.66,47.28,20.98,29.7,4.2,4.72,6.56,24.15,0.42,238.73,CALM
2022-06-21 03:00:00,12.13,8.58,49.28,14.07,38.72,4.85,5.4,7.17,23.37,1.14,241.22,SW
2022-06-21 04:00:00,12.34,10.15,52.84,17.88,34.77,4.84,5.31,6.45,22.45,0.59,247.83,W
2022-06-21 05:00:00,12.83,14.18,56.98,32.3,15.61,5.09,5.75,7.63,21.72,0.78,248.58,W
2022-06-21 06:00:00,13.28,21.96,59.46,44.5,0.97,5.25,6.09,8.09,21.51,0.25,245.3,CALM
2022-06-21 07:00:00,14.07,28.46,59.49,38.78,4.97,6.05,7.19,11.1,22.36,0.75,129.27,SE
2022-06-21 08:00:00,15.94,19.64,61.22,26.72,22.75,5.23,7.4,12.44,23.88,1.3,68.95,E
2022-06-21 09:00:00,16.9,11.39,58.24,16.54,29.42,5.24,6.3,9.13,25.74,1.8,63.28,NE
2022-06-21 10:00:00,16.01,0.32,43.87,2.96,37.88,4.22,5.41,8.78,29.7,2.09,82.8,E
2022-06-21 11:00:00,15.59,0.0,37.78,1.56,54.76,7.77,9.76,15.61,31.75,2.57,68.35,E
2022-06-21 12:00:00,16.66,0.0,35.23,1.01,66.79,3.82,4.72,9.2,34.21,2.16,72.2,E
2022-06-21 13:00:00,17.53,2.02,33.26,5.56,64.83,5.39,6.43,12.01,36.26,2.41,72.88,E
2022-06-21 14:00:00,16.91,13.64,29.7,5.49,67.15,3.45,4.35,9.02,37.6,3.13,81.6,E
2022-06-21 15:00:00,17.18,25.19,29.9,19.54,62.43,6.05,6.95,11.07,37.79,4.41,57.9,NE
2022-06-21 16:00:00,15.88,7.87,26.49,7.94,62.47,7.38,9.41,15.76,38.61,3.98,125.43,SE
2022-06-21 17:00:00,14.75,10.86,23.74,13.19,60.89,7.51,9.55,14.73,39.24,4.67,131.95,SE
2022-06-21 18:00:00,19.37,58.17,36.81,49.93,42.34,7.59,8.7,12.19,36.5,2.46,70.55,E
2022-06-21 19:00:00,18.82,40.41,37.21,44.47,30.41,7.83,9.01,12.63,35.68,1.6,61.48,NE
2022-06-21 20:00:00,18.79,46.96,42.86,57.2,12.58,9.15,10.63,15.79,33.11,1.79,261.9,W
2022-06-21 21:00:00,17.88,39.22,44.66,57.07,3.02,9.69,11.38,16.42,31.36,1.43,254.48,W
2022-06-21 22:00:00,17.49,35.68,47.44,52.92,3.57,9.61,11.21,15.72,29.88,0.98,258.42,W
2022-06-21 23:00:00,17.69,37.75,51.02,59.77,0.0,10.04,11.54,15.44,28.84,0.57,250.57,W
2022-06-22 00:00:00,17.57,34.82,53.93,52.26,0.82,9.28,10.67,13.68,27.75,0.79,244.53,SW
2022-06-22 01:00:00,17.68,30.58,57.15,42.62,7.19,10.54,11.84,14.95,26.87,0.41,276.18,CALM
2022-06-22 02:00:00,17.89,24.88,59.98,33.76,12.44,10.58,11.78,14.15,26.28,0.91,240.03,SW
2022-06-22 03:00:00,18.27,21.25,62.29,29.33,12.45,10.72,11.84,14.2,26.04,0.73,243.72,SW
2022-06-22 04:00:00,17.79,14.08,62.17,21.36,18.49,10.29,11.33,13.51,25.56,1.04,245.3,SW
2022-06-22 05:00:00,17.36,12.25,62.78,27.98,9.9,10.05,11.15,13.4,24.94,0.84,239.68,SW
2022-06-22 06:00:00,18.04,21.33,65.57,29.86,5.11,11.2,12.57,15.52,24.94,0.5,192.3,S
2022-06-22 07:00:00,18.08,20.23,63.07,24.32,4.49,13.76,16.01,22.53,25.63,0.86,148.92,SE
2022-06-22 08:00:00,18.28,13.19,59.27,24.14,14.54,10.63,16.41,31.68,26.91,1.84,68.07,E
2022-06-22 09:00:00,19.03,6.73,53.89,19.32,21.98,8.35,12.29,29.57,29.39,1.97,69.63,E
2022-06-22 10:00:00,19.27,0.72,44.11,2.09,50.03,7.83,10.54,20.92,33.13,2.53,73.45,E
2022-06-22 11:00:00,19.59,0.4,39.27,1.06,62.73,10.16,12.02,18.93,35.57,2.52,73.33,E
2022-06-22 12:00:00,19.45,5.72,35.23,3.75,68.04,4.3,5.88,11.17,37.42,2.19,74.35,E
2022-06-22 13:00:00,18.67,5.31,31.38,5.4,68.35,5.74,7.43,12.84,38.63,2.4,65.27,NE
2022-06-22 14:00:00,18.24,2.5,29.48,15.12,65.54,5.08,7.21,13.59,39.29,3.08,47.0,NE
2022-06-22 15:00:00,18.75,17.56,30.46,24.55,62.76,4.65,6.64,11.83,39.33,3.95,72.58,E
2022-06-22 16:00:00,18.27,10.38,28.54,22.73,52.36,7.05,8.83,13.25,39.94,2.94,57.68,NE
2022-06-22 17:00:00,16.41,9.02,24.97,23.54,47.85,8.26,10.12,13.58,40.26,2.72,72.25,E
2022-06-22 18:00:00,16.67,31.14,29.46,53.2,15.69,8.4,10.18,13.79,37.47,1.59,71.28,E
2022-06-22 19:00:00,18.55,56.76,37.48,56.87,25.42,9.06,10.85,15.18,35.32,2.39,63.35,NE
2022-06-22 20:00:00,20.38,55.1,48.23,46.05,41.94,9.43,10.95,14.6,32.77,1.14,102.2,E
2022-06-22 21:00:00,20.5,51.72,51.4,56.66,13.5,11.51,13.21,17.23,31.77,0.43,88.57,CALM
2022-06-22 22:00:00,21.25,44.83,57.07,51.12,16.12,10.05,11.5,15.1,30.74,0.76,143.33,SE
2022-06-22 23:00:00,20.29,40.03,57.21,55.07,0.0,12.19,13.98,18.31,29.65,0.94,269.47,W
2022-06-23 00:00:00,19.47,25.98,56.46,43.16,1.68,11.24,13.16,16.99,29.01,0.76,265.72,W
2022-06-23 01:00:00,18.17,5.92,51.62,15.81,29.76,10.18,12.21,15.17,29.16,0.54,223.83,SW
2022-06-23 02:00:00,17.85,0.85,50.7,3.48,52.53,10.28,12.33,15.32,29.12,0.55,196.85,S
2022-06-23 03:00:00,17.69,1.75,51.75,8.32,43.38,10.2,12.31,15.27,28.59,0.23,132.68,CALM
2022-06-23 04:00:00,16.96,0.76,49.96,2.88,54.97,10.43,12.94,16.31,28.4,1.71,198.13,S
2022-06-23 05:00:00,16.36,1.62,46.88,6.55,50.76,10.2,13.09,17.09,28.84,2.63,162.45,S
2022-06-23 06:00:00,18.64,27.48,56.76,42.9,6.28,12.31,14.87,18.66,28.14,0.54,129.0,SE
2022-06-23 07:00:00,19.91,25.24,62.45,31.23,19.49,12.68,14.69,18.55,27.75,1.04,127.38,SE
2022-06-23 08:00:00,19.87,15.55,59.59,21.03,30.37,9.46,12.61,17.82,28.51,1.64,71.48,E
2022-06-23 09:00:00,20.01,8.35,54.63,17.4,31.98,8.79,11.38,16.37,30.17,1.6,73.48,E
2022-06-23 10:00:00,19.34,0.39,43.36,7.41,39.66,9.09,12.4,19.58,33.54,2.04,60.5,NE
2022-06-23 11:00:00,19.41,0.12,38.15,11.29,48.13,13.01,16.59,24.13,35.89,2.1,66.02,NE
2022-06-23 12:00:00,19.23,4.69,34.51,13.81,56.18,10.13,13.19,19.22,37.54,2.31,61.4,NE
2022-06-23 13:00:00,19.0,2.86,30.92,18.31,52.4,7.7,10.31,15.24,39.29,2.51,61.82,NE
2022-06-23 14:00:00,19.81,19.36,33.07,28.58,51.66,8.43,11.13,16.88,38.97,2.58,65.85,NE
2022-06-23 15:00:00,20.58,23.98,33.24,38.7,33.86,6.04,9.11,15.25,39.77,2.99,73.25,E
2022-06-23 16:00:00,20.91,32.65,36.83,42.45,36.15,8.07,11.2,17.31,38.24,4.58,67.15,NE
2022-06-23 17:00:00,21.04,32.72,40.12,36.64,47.52,10.07,13.04,20.32,36.81,5.29,79.02,E
2022-06-23 18:00:00,19.27,36.12,49.78,36.81,55.65,11.25,16.69,43.57,31.1,8.93,237.48,SW
2022-06-23 19:00:00,20.8,42.6,64.56,46.82,39.86,9.45,12.08,16.18,28.14,3.58,246.28,SW
2022-06-23 20:00:00,18.86,21.41,59.3,29.61,37.84,8.62,11.02,14.49,27.51,2.02,178.68,S
2022-06-23 21:00:00,19.18,14.65,59.5,23.07,40.84,9.89,12.22,14.83,27.8,1.61,204.63,SW
2022-06-23 22:00:00,19.7,19.11,63.12,32.23,25.19,10.32,12.66,15.32,27.34,1.12,150.37,SE
2022-06-23 23:00:00,19.51,16.92,63.55,38.8,6.83,10.41,12.67,15.19,27.02,0.55,264.92,W
2022-06-24 00:00:00,19.2,12.62,64.07,31.52,19.01,9.33,11.43,14.37,26.56,0.62,228.72,SW
2022-06-24 01:00:00,18.8,0.82,61.58,8.94,51.42,10.21,12.24,15.48,26.8,1.86,217.8,SW
2022-06-24 02:00:00,18.26,0.0,60.7,7.53,50.29,12.94,14.85,17.14,26.48,1.31,187.08,S
2022-06-24 03:00:00,17.91,0.0,61.25,5.51,51.7,14.93,16.63,18.49,25.95,0.59,125.65,SE
2022-06-24 04:00:00,16.91,0.0,58.66,1.79,56.66,17.18,18.61,20.14,25.62,1.51,212.27,SW
2022-06-24 05:00:00,17.28,1.9,60.24,7.42,52.18,14.86,16.49,18.49,25.57,1.19,147.57,SE
2022-06-24 06:00:00,17.83,4.53,62.91,18.81,33.58,15.02,16.65,18.82,25.41,0.98,254.32,W
2022-06-24 07:00:00,18.34,13.09,65.36,27.28,24.09,15.8,17.57,20.08,25.32,1.55,275.82,W
2022-06-24 08:00:00,19.64,14.72,68.68,21.28,32.36,12.49,16.34,20.5,25.85,1.75,240.47,SW
2022-06-24 09:00:00,19.27,1.34,61.21,10.65,47.32,7.13,9.29,12.83,27.41,1.43,148.13,SE
2022-06-24 10:00:00,19.08,11.17,69.81,19.73,47.08,6.24,7.92,10.36,25.04,4.38,234.28,SW
2022-06-24 11:00:00,19.56,10.06,67.96,18.09,38.45,7.25,8.16,9.31,26.15,1.57,170.0,S
2022-06-24 12:00:00,18.64,0.35,51.85,1.7,45.97,5.04,6.26,7.89,29.64,2.43,146.95,SE
2022-06-24 13:00:00,17.26,0.0,39.83,0.0,42.77,5.68,6.67,8.0,32.74,2.61,126.92,SE
2022-06-24 14:00:00,18.47,0.02,42.54,6.19,73.53,8.49,10.0,12.47,32.88,5.1,53.5,NE
2022-06-24 15:00:00,19.09,9.5,45.05,13.48,70.48,5.36,6.94,9.74,32.57,5.2,56.5,NE
2022-06-24 16:00:00,19.18,11.73,47.56,14.59,66.65,6.14,7.61,11.48,31.69,6.16,57.85,NE
2022-06-24 17:00:00,18.47,7.19,46.1,11.36,68.63,8.18,9.49,12.4,31.45,5.77,63.47,NE
2022-06-24 18:00:00,18.25,9.85,48.6,15.04,69.06,8.07,9.33,12.35,30.3,6.39,73.7,E
2022-06-24 19:00:00,17.92,10.39,50.01,18.61,58.57,7.77,9.01,11.75,29.43,4.89,55.73,NE
2022-06-24 20:00:00,17.47,15.93,55.55,24.02,54.69,7.27,8.43,11.27,27.15,3.82,262.6,W
2022-06-24 21:00:00,17.17,16.85,58.61,23.79,51.55,7.84,8.91,11.28,25.9,2.6,300.98,NW
2022-06-24 22:00:00,17.92,20.65,64.25,25.37,49.29,7.46,8.36,9.97,25.16,1.48,262.38,W
2022-06-24 23:00:00,18.26,15.92,66.75,22.43,43.23,7.68,8.47,9.7,24.87,0.83,231.02,SW
2022-06-25 00:00:00,17.54,20.26,64.02,42.61,5.8,9.35,10.18,11.43,24.81,0.25,218.0,CALM
2022-06-25 01:00:00,17.82,40.19,66.55,45.66,0.45,10.46,11.54,13.5,24.46,0.48,280.12,CALM
2022-06-25 02:00:00,17.73,13.44,65.96,31.33,14.65,9.33,10.24,11.6,24.52,0.45,251.98,CALM
2022-06-25 03:00:00,17.62,7.03,64.38,23.05,25.39,9.82,10.71,12.06,24.8,0.59,152.63,SE
2022-06-25 04:00:00,18.02,9.77,66.6,27.07,16.21,10.19,11.08,12.39,24.65,0.42,140.08,CALM
2022-06-25 05:00:00,17.8,11.7,69.27,32.99,8.82,10.67,11.67,13.19,23.77,0.82,248.2,W
2022-06-25 06:00:00,17.95,18.37,72.4,35.47,5.79,11.12,12.22,13.96,23.2,0.35,266.82,CALM
2022-06-25 07:00:00,18.2,12.78,70.47,29.9,10.51,10.64,11.7,13.47,23.9,0.54,271.87,W
2022-06-25 08:00:00,17.89,1.03,62.97,16.05,32.04,10.38,11.62,14.24,25.46,1.58,104.37,E
2022-06-25 09:00:00,18.3,0.17,58.05,8.08,45.22,14.66,16.67,20.66,27.31,2.39,72.85,E
2022-06-25 10:00:00,17.79,0.19,48.34,0.61,54.3,11.05,12.42,15.15,29.9,3.11,67.25,NE
2022-06-25 11:00:00,16.0,0.0,39.49,0.0,53.82,7.26,8.15,9.92,31.48,3.18,67.97,E
2022-06-25 12:00:00,17.22,0.74,38.58,4.99,69.35,8.66,9.74,12.09,33.23,2.62,74.55,E
2022-06-25 13:00:00,18.23,0.99,37.35,5.68,83.9,10.75,12.15,15.76,34.95,3.1,74.47,E
2022-06-25 14:00:00,19.48,17.84,41.65,22.29,62.24,9.87,11.21,14.55,34.4,4.25,66.83,NE
2022-06-25 15:00:00,20.0,14.15,42.71,17.15,65.92,10.74,12.37,16.05,34.51,4.21,72.58,E
2022-06-25 16:00:00,20.83,21.88,43.8,23.52,59.28,8.86,10.32,13.78,35.0,3.87,74.63,E
2022-06-25 17:00:00,21.27,19.55,47.25,24.16,55.61,8.58,10.08,14.09,34.12,4.01,77.22,E
2022-06-25 18:00:00,20.23,18.28,49.47,23.67,58.05,8.64,10.03,13.87,32.14,3.82,71.05,E
2022-06-25 19:00:00,20.32,16.21,51.28,20.91,55.81,8.59,10.0,13.77,31.61,4.1,58.05,NE
2022-06-25 20:00:00,19.21,12.88,51.09,18.6,56.94,8.22,9.55,13.33,30.47,4.08,282.62,W
2022-06-25 21:00:00,19.59,16.14,56.1,24.59,47.13,8.02,9.21,12.56,29.25,2.58,289.72,W
2022-06-25 22:00:00,19.0,16.9,55.63,35.63,21.0,7.89,9.09,11.57,28.76,1.02,231.83,SW
2022-06-25 23:00:00,18.27,9.93,55.18,21.35,39.72,7.83,9.09,12.19,28.11,2.58,207.17,SW
2022-06-26 00:00:00,17.32,6.04,57.21,9.85,67.98,4.32,5.26,9.5,26.48,9.46,241.43,SW
2022-06-26 01:00:00,16.16,0.9,55.08,3.76,70.58,3.13,3.91,5.59,25.88,6.41,241.72,SW
2022-06-26 02:00:00,15.85,0.38,54.76,4.0,73.25,3.26,4.15,5.47,25.64,8.09,239.27,SW
2022-06-26 03:00:00,16.08,4.52,58.76,8.21,72.18,4.04,4.97,6.28,24.69,7.48,246.88,SW
2022-06-26 04:00:00,15.98,0.96,57.71,8.14,58.79,3.88,4.72,5.46,24.89,1.1,207.78,SW
2022-06-26 05:00:00,16.21,4.56,59.48,17.71,39.83,4.08,4.9,5.83,24.63,0.49,213.97,CALM
2022-06-26 06:00:00,16.29,7.48,61.66,23.54,32.32,4.0,4.83,5.9,24.12,0.69,260.57,W
2022-06-26 07:00:00,16.92,10.52,62.88,26.66,24.91,4.38,5.31,6.91,24.47,0.43,236.73,CALM
2022-06-26 08:00:00,17.45,5.11,60.55,10.43,51.46,4.5,5.56,7.21,25.66,1.64,109.83,E
2022-06-26 09:00:00,16.74,0.0,49.72,0.0,54.59,4.37,5.77,7.41,28.29,1.49,171.3,S
2022-06-26 10:00:00,16.37,0.11,39.65,0.13,48.04,3.6,5.02,6.92,31.82,2.13,137.37,SE
2022-06-26 11:00:00,15.95,0.0,34.65,0.19,56.14,3.35,4.66,6.38,33.78,2.59,116.37,SE
2022-06-26 12:00:00,17.76,7.37,38.09,14.11,61.07,4.92,6.45,9.13,34.08,4.19,51.15,NE
2022-06-26 13:00:00,17.2,1.57,34.35,5.39,67.43,3.51,4.92,7.68,35.3,3.49,67.97,E
2022-06-26 14:00:00,16.12,1.2,29.68,4.1,67.53,3.51,4.81,6.58,36.7,2.86,146.97,SE
2022-06-26 15:00:00,16.34,14.43,28.04,9.72,68.59,3.76,5.08,7.07,38.02,3.9,78.62,E
