Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-04-16 00:32:27;4,29;19,63;47,50;53,45;0,00;4,50;5,82;10,08;15,41;
"K-A3 GRECiOT 1";2022-04-16 00:27:27;4,23;17,75;47,28;55,07;0,00;4,85;6,39;12,05;15,42;
"K-A3 GRECiOT 1";2022-04-16 00:22:25;4,15;15,53;46,82;55,57;0,00;4,83;6,31;11,05;15,47;
"K-A3 GRECiOT 1";2022-04-16 00:17:28;4,15;16,39;46,75;56,02;0,00;4,54;5,79;11,05;15,50;
"K-A3 GRECiOT 1";2022-04-16 00:12:24;4,12;18,26;46,60;57,10;0,00;4,75;6,00;9,56;15,52;
"K-A3 GRECiOT 1";2022-04-16 00:07:26;4,15;17,08;46,58;55,31;0,00;4,87;6,33;10,44;15,56;
"K-A3 GRECiOT 1";2022-04-16 00:02:24;4,26;19,55;46,87;56,50;0,00;4,79;6,05;9,94;15,59;
"K-A3 GRECiOT 1";2022-04-15 23:57:27;4,23;18,01;46,64;56,68;0,00;4,78;6,09;9,30;15,63;
"K-A3 GRECiOT 1";2022-04-15 23:52:26;4,22;16,47;46,46;58,02;0,00;4,60;6,02;10,54;15,67;
"K-A3 GRECiOT 1";2022-04-15 23:47:24;4,23;19,12;46,42;57,82;0,00;5,19;6,41;9,92;15,70;
"K-A3 GRECiOT 1";2022-04-15 23:42:27;4,03;18,04;45,85;55,78;0,00;4,73;6,03;9,73;15,67;
"K-A3 GRECiOT 1";2022-04-15 23:37:25;3,97;12,43;45,24;50,58;0,00;4,95;6,10;10,00;15,82;
"K-A3 GRECiOT 1";2022-04-15 23:32:28;3,89;7,00;44,87;43,35;0,00;4,35;5,45;8,13;15,86;
"K-A3 GRECiOT 1";2022-04-15 23:27:26;4,01;9,60;45,13;47,04;0,00;4,91;5,96;9,37;15,90;
"K-A3 GRECiOT 1";2022-04-15 23:22:25;4,15;9,16;45,57;48,39;0,00;6,29;7,69;12,99;15,90;
"K-A3 GRECiOT 1";2022-04-15 23:17:26;4,18;9,94;45,53;47,15;0,00;4,46;5,48;8,92;15,94;
"K-A3 GRECiOT 1";2022-04-15 23:12:24;4,25;12,72;45,75;54,98;0,00;4,78;6,03;9,80;15,94;
"K-A3 GRECiOT 1";2022-04-15 23:07:27;4,60;27,14;46,65;61,03;0,00;6,38;8,20;16,80;16,03;
"K-A3 GRECiOT 1";2022-04-15 23:02:25;4,58;26,15;46,36;61,21;0,00;6,05;7,64;11,97;16,10;
"K-A3 GRECiOT 1";2022-04-15 22:57:28;4,62;28,23;46,33;61,67;0,00;5,40;7,06;12,91;16,15;
"K-A3 GRECiOT 1";2022-04-15 22:52:26;4,55;21,05;46,10;59,72;0,00;5,31;6,55;9,91;16,15;
"K-A3 GRECiOT 1";2022-04-15 22:47:24;4,51;18,42;45,76;59,20;0,00;5,36;7,06;12,86;16,23;
"K-A3 GRECiOT 1";2022-04-15 22:42:27;4,74;24,51;46,19;61,25;0,00;5,40;6,91;10,47;16,34;
"K-A3 GRECiOT 1";2022-04-15 22:37:26;4,77;25,08;45,93;61,86;0,00;5,61;7,33;13,26;16,45;
"K-A3 GRECiOT 1";2022-04-15 22:32:28;4,76;21,73;45,63;59,89;0,00;5,79;7,52;12,78;16,55;
"K-A3 GRECiOT 1";2022-04-15 22:27:27;4,82;24,55;45,58;61,59;0,00;7,25;9,23;18,45;16,63;
"K-A3 GRECiOT 1";2022-04-15 22:22:25;4,80;31,73;45,25;64,10;0,00;7,61;9,97;20,89;16,72;
"K-A3 GRECiOT 1";2022-04-15 22:17:27;4,96;33,57;45,42;63,51;0,00;6,98;9,09;16,56;16,85;
"K-A3 GRECiOT 1";2022-04-15 22:12:25;4,96;38,37;45,24;66,21;0,00;6,89;8,86;14,64;16,90;
"K-A3 GRECiOT 1";2022-04-15 22:07:27;4,94;42,65;45,02;68,25;0,00;6,19;8,26;17,22;16,96;
"K-A3 GRECiOT 1";2022-04-15 22:02:25;4,87;39,08;44,64;65,56;0,00;6,20;8,26;14,23;17,02;
"K-A3 GRECiOT 1";2022-04-15 21:57:27;4,80;34,60;44,10;64,99;0,00;6,27;7,97;14,61;17,13;
"K-A3 GRECiOT 1";2022-04-15 21:52:27;4,75;33,40;43,75;69,90;0,00;7,18;8,76;12,91;17,20;
"K-A3 GRECiOT 1";2022-04-15 21:47:25;4,69;34,32;43,36;66,67;0,00;6,27;7,85;11,13;17,27;
"K-A3 GRECiOT 1";2022-04-15 21:42:27;4,58;26,00;42,71;63,59;0,00;5,92;7,54;12,84;17,40;
"K-A3 GRECiOT 1";2022-04-15 21:37:24;4,63;26,12;42,66;63,42;0,00;5,46;6,91;12,34;17,47;
"K-A3 GRECiOT 1";2022-04-15 21:32:27;4,86;32,67;43,05;64,87;0,00;5,97;7,57;12,37;17,58;
"K-A3 GRECiOT 1";2022-04-15 21:27:27;4,74;30,77;42,31;63,26;0,00;6,28;7,94;14,98;17,72;
"K-A3 GRECiOT 1";2022-04-15 21:22:25;4,71;29,52;41,80;65,76;0,00;7,09;8,81;14,31;17,88;
"K-A3 GRECiOT 1";2022-04-15 21:17:27;4,81;28,42;41,70;63,83;0,00;6,61;8,55;17,17;18,03;
"K-A3 GRECiOT 1";2022-04-15 21:12:25;4,70;35,24;41,06;64,40;0,00;6,30;8,04;14,63;18,15;
"K-A3 GRECiOT 1";2022-04-15 21:07:28;4,60;31,32;40,38;64,02;0,00;5,64;7,35;14,20;18,31;
"K-A3 GRECiOT 1";2022-04-15 21:02:24;4,79;32,41;40,38;68,99;0,00;6,48;8,23;15,95;18,52;
"K-A3 GRECiOT 1";2022-04-15 20:57:27;4,83;34,98;40,30;68,08;0,00;6,95;8,56;15,36;18,60;
"K-A3 GRECiOT 1";2022-04-15 20:52:27;4,90;36,38;39,99;70,34;0,00;7,89;9,89;20,27;18,80;
"K-A3 GRECiOT 1";2022-04-15 20:47:25;4,89;40,60;39,64;69,29;0,00;5,56;7,31;16,21;18,93;
"K-A3 GRECiOT 1";2022-04-15 20:42:27;4,87;33,64;39,19;65,95;0,00;5,33;7,52;22,85;19,10;
"K-A3 GRECiOT 1";2022-04-15 20:37:26;4,80;33,24;38,45;63,37;0,00;5,54;7,66;23,74;19,32;
"K-A3 GRECiOT 1";2022-04-15 20:32:28;5,08;29,50;38,82;61,89;0,00;5,59;7,44;17,26;19,48;
"K-A3 GRECiOT 1";2022-04-15 20:27:27;4,93;24,99;38,06;56,42;0,00;5,26;6,83;13,44;19,63;
"K-A3 GRECiOT 1";2022-04-15 20:22:25;7,41;18,26;44,60;43,12;7,01;5,43;6,73;12,59;19,83;
"K-A3 GRECiOT 1";2022-04-15 20:17:26;6,90;30,86;42,80;36,49;26,40;5,00;5,92;8,70;19,93;
"K-A3 GRECiOT 1";2022-04-15 20:12:25;6,16;31,56;40,18;36,35;27,13;4,69;5,54;9,05;20,13;
"K-A3 GRECiOT 1";2022-04-15 20:07:27;4,08;28,14;34,53;38,67;22,51;4,54;5,58;9,65;20,24;
"K-A3 GRECiOT 1";2022-04-15 20:02:25;3,64;10,51;33,21;24,57;34,94;4,34;5,24;9,03;20,37;
"K-A3 GRECiOT 1";2022-04-15 19:57:27;3,60;11,67;32,91;28,47;29,11;4,31;5,30;9,79;20,47;
"K-A3 GRECiOT 1";2022-04-15 19:52:27;3,57;9,99;32,74;21,50;37,46;4,03;4,95;7,85;20,52;
"K-A3 GRECiOT 1";2022-04-15 19:47:25;3,50;9,90;32,42;13,62;49,18;4,00;4,92;8,26;20,61;
"K-A3 GRECiOT 1";2022-04-15 19:42:26;3,51;9,89;32,05;24,31;34,45;4,18;5,07;9,73;20,79;
"K-A3 GRECiOT 1";2022-04-15 19:37:25;3,60;9,44;31,92;14,87;47,06;3,61;4,42;6,78;20,98;
"K-A3 GRECiOT 1";2022-04-15 19:32:28;3,48;11,21;31,32;20,41;40,04;3,80;4,59;8,33;21,14;
"K-A3 GRECiOT 1";2022-04-15 19:27:27;3,48;8,76;31,08;20,22;38,01;3,87;4,76;9,68;21,26;
"K-A3 GRECiOT 1";2022-04-15 19:22:25;3,39;7,45;30,54;13,70;48,60;3,75;4,55;8,15;21,44;
"K-A3 GRECiOT 1";2022-04-15 19:17:26;3,25;7,08;30,15;12,20;48,32;3,64;4,45;8,91;21,50;
"K-A3 GRECiOT 1";2022-04-15 19:12:24;3,10;5,24;29,26;8,66;55,52;3,49;4,34;9,74;21,81;
"K-A3 GRECiOT 1";2022-04-15 19:07:27;2,83;0,86;28,29;7,62;55,39;3,51;4,28;10,24;22,05;
"K-A3 GRECiOT 1";2022-04-15 19:02:25;2,91;3,12;28,55;12,10;47,56;3,89;4,68;8,90;22,00;
"K-A3 GRECiOT 1";2022-04-15 18:57:27;2,82;2,45;28,01;14,45;45,28;4,26;5,24;10,17;22,21;
"K-A3 GRECiOT 1";2022-04-15 18:52:26;2,87;1,55;27,81;11,02;48,33;3,82;4,50;7,60;22,38;
"K-A3 GRECiOT 1";2022-04-15 18:47:24;2,80;1,97;27,59;11,38;46,91;3,31;3,98;6,40;22,43;
"K-A3 GRECiOT 1";2022-04-15 18:42:27;2,79;0,17;27,11;7,26;53,04;3,26;3,94;8,41;22,70;
"K-A3 GRECiOT 1";2022-04-15 18:37:25;2,96;0,00;27,07;4,60;54,57;3,23;3,85;5,90;22,93;
"K-A3 GRECiOT 1";2022-04-15 18:32:28;3,02;0,00;27,16;8,16;49,79;3,46;4,15;7,08;22,94;
"K-A3 GRECiOT 1";2022-04-15 18:27:27;3,13;0,00;27,57;6,69;52,77;3,24;3,88;7,48;22,83;
"K-A3 GRECiOT 1";2022-04-15 18:22:24;3,24;0,00;27,80;14,31;44,07;3,56;4,34;8,44;22,82;
"K-A3 GRECiOT 1";2022-04-15 18:17:27;3,28;0,00;27,65;5,93;55,85;4,20;4,96;7,85;22,96;
"K-A3 GRECiOT 1";2022-04-15 18:12:25;3,13;0,00;27,26;1,69;60,41;3,42;4,08;7,06;23,01;
"K-A3 GRECiOT 1";2022-04-15 18:07:26;2,97;0,00;26,89;0,76;59,59;3,10;3,68;5,43;23,06;
"K-A3 GRECiOT 1";2022-04-15 18:02:25;3,22;0,00;27,61;2,53;57,24;3,22;3,85;7,88;22,90;
"K-A3 GRECiOT 1";2022-04-15 17:57:28;5,15;0,00;31,73;0,00;60,19;3,44;4,22;9,08;22,85;
"K-A3 GRECiOT 1";2022-04-15 17:52:27;5,22;8,03;32,24;10,78;53,46;3,71;4,44;7,09;22,66;
"K-A3 GRECiOT 1";2022-04-15 17:47:25;5,62;7,36;32,77;6,41;59,96;3,74;4,46;7,19;22,85;
"K-A3 GRECiOT 1";2022-04-15 17:42:27;5,52;3,93;32,16;7,53;57,44;3,61;4,22;6,18;23,04;
"K-A3 GRECiOT 1";2022-04-15 17:37:25;5,55;7,24;32,35;8,63;55,80;3,42;4,12;6,41;22,99;
"K-A3 GRECiOT 1";2022-04-15 17:32:28;6,05;5,34;32,95;4,26;61,63;3,35;4,00;6,07;23,25;
"K-A3 GRECiOT 1";2022-04-15 17:27:27;7,09;8,17;35,17;11,41;53,34;3,74;4,47;7,65;23,35;
"K-A3 GRECiOT 1";2022-04-15 17:22:25;6,26;17,79;33,45;19,62;46,69;3,64;4,31;7,50;23,24;
"K-A3 GRECiOT 1";2022-04-15 17:17:27;6,07;15,13;32,91;13,37;54,27;3,58;4,28;6,73;23,30;
"K-A3 GRECiOT 1";2022-04-15 17:12:25;5,35;8,39;31,52;7,73;59,13;3,32;3,94;6,34;23,18;
"K-A3 GRECiOT 1";2022-04-15 17:07:27;5,01;5,21;30,11;4,87;61,24;3,21;3,77;5,35;23,55;
"K-A3 GRECiOT 1";2022-04-15 17:02:25;4,72;2,63;29,59;6,53;56,35;3,26;3,91;5,85;23,51;
"K-A3 GRECiOT 1";2022-04-15 16:57:28;4,01;3,50;28,19;4,21;59,63;3,10;3,64;5,15;23,48;
"K-A3 GRECiOT 1";2022-04-15 16:52:26;4,62;0,33;29,70;3,02;59,45;3,23;3,87;6,57;23,32;
"K-A3 GRECiOT 1";2022-04-15 16:47:25;4,69;0,28;30,15;3,54;60,24;3,13;3,72;6,15;23,15;
"K-A3 GRECiOT 1";2022-04-15 16:42:27;4,49;2,69;29,74;4,20;60,24;3,32;3,98;7,01;23,15;
"K-A3 GRECiOT 1";2022-04-15 16:37:24;4,33;0,00;29,13;1,71;62,03;3,70;4,37;6,53;23,31;
"K-A3 GRECiOT 1";2022-04-15 16:32:28;4,52;0,00;28,73;0,00;63,54;3,61;4,30;6,21;23,76;
"K-A3 GRECiOT 1";2022-04-15 16:27:27;4,74;0,00;28,74;0,00;60,46;3,69;4,37;7,31;24,00;
"K-A3 GRECiOT 1";2022-04-15 16:22:24;5,09;0,00;29,39;6,21;52,69;3,41;4,00;5,64;24,05;
"K-A3 GRECiOT 1";2022-04-15 16:17:27;5,77;0,00;31,16;10,89;47,56;3,55;4,23;7,05;23,86;
"K-A3 GRECiOT 1";2022-04-15 16:12:25;6,58;4,13;33,67;14,35;46,33;3,48;4,27;6,45;23,49;
"K-A3 GRECiOT 1";2022-04-15 16:07:27;7,39;8,40;35,56;10,55;53,85;3,33;3,95;6,25;23,51;
"K-A3 GRECiOT 1";2022-04-15 16:02:24;6,65;12,27;32,90;11,18;55,78;3,15;3,80;5,82;23,96;
"K-A3 GRECiOT 1";2022-04-15 15:57:28;5,80;8,86;30,86;10,68;53,31;3,11;3,67;5,41;24,05;
"K-A3 GRECiOT 1";2022-04-15 15:52:27;5,36;4,22;29,91;14,08;45,83;3,04;3,69;6,83;24,06;
"K-A3 GRECiOT 1";2022-04-15 15:47:24;5,91;3,15;31,26;8,86;51,93;2,66;3,31;5,23;23,96;
"K-A3 GRECiOT 1";2022-04-15 15:42:27;5,40;0,00;29,58;6,32;55,88;2,97;3,58;5,91;24,30;
"K-A3 GRECiOT 1";2022-04-15 15:37:25;5,52;0,00;30,40;4,48;56,19;2,55;3,05;4,54;23,98;
"K-A3 GRECiOT 1";2022-04-15 15:32:28;5,56;3,25;29,67;3,46;57,86;3,04;3,68;6,04;24,43;
"K-A3 GRECiOT 1";2022-04-15 15:27:27;5,26;0,00;28,08;5,36;51,43;3,19;3,77;6,19;25,01;
"K-A3 GRECiOT 1";2022-04-15 15:22:24;5,08;0,00;28,04;4,78;51,71;3,27;3,95;5,76;24,82;
"K-A3 GRECiOT 1";2022-04-15 15:17:27;5,87;0,00;29,42;4,56;52,95;2,92;3,53;5,76;24,94;
"K-A3 GRECiOT 1";2022-04-15 15:12:24;6,01;3,31;30,28;17,50;37,32;3,14;3,74;6,33;24,61;
"K-A3 GRECiOT 1";2022-04-15 15:07:27;5,05;0,00;28,49;15,81;39,52;3,10;3,76;6,87;24,51;
"K-A3 GRECiOT 1";2022-04-15 15:02:24;5,76;3,42;30,44;10,03;50,66;3,64;4,35;7,26;24,23;
"K-A3 GRECiOT 1";2022-04-15 14:57:28;5,73;0,00;29,74;0,18;60,06;3,70;4,48;7,31;24,58;
"K-A3 GRECiOT 1";2022-04-15 14:52:27;5,31;0,00;28,31;0,13;58,95;3,91;4,66;7,30;24,92;
"K-A3 GRECiOT 1";2022-04-15 14:47:24;5,13;0,00;27,76;8,40;46,85;4,14;4,87;7,15;25,05;
"K-A3 GRECiOT 1";2022-04-15 14:42:27;5,12;0,00;28,26;6,20;49,77;3,90;4,60;6,06;24,74;
"K-A3 GRECiOT 1";2022-04-15 14:37:25;4,12;0,00;26,95;6,57;48,58;3,85;4,57;7,06;24,36;
"K-A3 GRECiOT 1";2022-04-15 14:32:28;3,42;0,00;25,02;0,00;54,77;3,46;4,13;6,01;24,78;
"K-A3 GRECiOT 1";2022-04-15 14:27:27;3,90;0,00;25,15;0,00;49,16;3,48;4,13;5,53;25,26;
"K-A3 GRECiOT 1";2022-04-15 14:22:25;3,50;0,00;24,24;0,00;50,00;3,38;4,05;5,48;25,40;
"K-A3 GRECiOT 1";2022-04-15 14:17:26;2,55;0,00;23,16;0,00;47,73;3,37;3,96;6,23;25,05;
"K-A3 GRECiOT 1";2022-04-15 14:12:25;2,26;0,00;22,35;0,00;42,39;3,26;3,83;5,40;25,30;
"K-A3 GRECiOT 1";2022-04-15 14:07:27;1,14;0,00;20,26;0,00;37,62;2,97;3,51;5,03;25,60;
"K-A3 GRECiOT 1";2022-04-15 14:02:25;0,93;0,00;20,24;0,00;32,98;2,86;3,37;4,78;25,36;
"K-A3 GRECiOT 1";2022-04-15 13:57:27;0,10;0,00;19,23;0,00;32,08;2,89;3,40;5,59;25,22;
"K-A3 GRECiOT 1";2022-04-15 13:52:26;1,97;0,00;21,95;0,00;30,58;2,60;3,09;4,33;25,25;
"K-A3 GRECiOT 1";2022-04-15 13:47:25;2,75;0,00;23,49;0,00;33,19;2,96;3,50;4,74;25,05;
"K-A3 GRECiOT 1";2022-04-15 13:42:27;2,47;0,00;23,51;0,00;35,63;3,18;3,71;5,12;24,70;
"K-A3 GRECiOT 1";2022-04-15 13:37:25;1,83;0,00;23,22;0,00;33,29;2,96;3,46;4,88;24,15;
"K-A3 GRECiOT 1";2022-04-15 13:32:28;2,25;0,00;23,86;0,00;30,74;2,67;3,14;5,05;24,19;
"K-A3 GRECiOT 1";2022-04-15 13:27:27;2,75;0,00;24,70;0,00;32,43;2,72;3,26;4,76;24,20;
"K-A3 GRECiOT 1";2022-04-15 13:22:25;3,58;0,00;26,20;0,00;32,59;2,58;3,15;3,97;24,20;
"K-A3 GRECiOT 1";2022-04-15 13:17:24;3,72;0,00;26,38;0,00;33,02;2,82;3,47;5,21;24,24;
"K-A3 GRECiOT 1";2022-04-15 13:12:26;3,75;0,00;26,83;0,00;31,93;2,88;3,47;4,94;24,00;
"K-A3 GRECiOT 1";2022-04-15 13:07:24;3,62;0,00;26,91;0,00;32,03;2,96;3,57;6,12;23,80;
"K-A3 GRECiOT 1";2022-04-15 13:02:24;4,39;0,00;28,18;0,00;30,18;3,04;3,70;6,81;23,93;
"K-A3 GRECiOT 1";2022-04-15 12:57:26;4,56;0,00;29,16;0,00;31,85;3,23;3,87;5,63;23,57;
"K-A3 GRECiOT 1";2022-04-15 12:52:24;4,66;0,00;29,76;0,00;29,93;2,95;3,55;5,50;23,34;
"K-A3 GRECiOT 1";2022-04-15 12:47:24;5,77;0,00;33,33;0,00;31,45;4,81;5,49;7,02;22,74;
"K-A3 GRECiOT 1";2022-04-15 12:42:27;5,46;0,00;32,02;0,00;31,03;5,65;6,43;8,44;23,04;
"K-A3 GRECiOT 1";2022-04-15 12:37:24;6,59;0,00;35,08;0,00;28,49;6,47;7,31;9,98;22,83;
"K-A3 GRECiOT 1";2022-04-15 12:32:27;7,05;0,00;36,93;3,87;26,95;9,02;9,95;12,96;22,50;
"K-A3 GRECiOT 1";2022-04-15 12:27:27;6,33;0,00;35,62;6,07;25,93;9,20;10,25;13,59;22,28;
"K-A3 GRECiOT 1";2022-04-15 12:22:25;7,33;0,00;38,46;0,00;31,72;8,65;9,63;13,05;22,15;
"K-A3 GRECiOT 1";2022-04-15 12:17:27;7,43;0,00;39,06;9,47;19,84;14,89;16,49;20,78;22,01;
"K-A3 GRECiOT 1";2022-04-15 12:12:24;8,32;0,00;42,04;17,76;9,43;17,90;19,63;22,98;21,80;
"K-A3 GRECiOT 1";2022-04-15 12:07:27;8,73;0,00;43,83;25,68;1,37;22,80;24,78;30,62;21,57;
"K-A3 GRECiOT 1";2022-04-15 12:02:24;8,53;0,00;43,91;25,78;1,75;25,75;27,92;33,61;21,32;
"K-A3 GRECiOT 1";2022-04-15 11:57:27;8,74;0,00;45,47;16,54;10,93;24,22;26,34;31,62;20,98;
"K-A3 GRECiOT 1";2022-04-15 11:52:26;9,06;0,00;47,99;26,71;0,00;26,90;29,10;33,89;20,45;
"K-A3 GRECiOT 1";2022-04-15 11:47:25;9,17;0,00;49,59;25,49;2,36;30,42;32,72;38,00;20,04;
"K-A3 GRECiOT 1";2022-04-15 11:42:27;9,36;0,00;51,38;22,59;6,43;30,27;32,58;39,39;19,68;
"K-A3 GRECiOT 1";2022-04-15 11:37:24;9,45;0,00;52,53;22,49;5,69;30,13;32,40;37,38;19,42;
"K-A3 GRECiOT 1";2022-04-15 11:32:28;9,14;0,00;52,06;25,23;2,79;29,57;31,97;37,29;19,22;
"K-A3 GRECiOT 1";2022-04-15 11:27:27;9,32;0,00;52,76;27,82;0,00;30,03;32,50;39,64;19,21;
"K-A3 GRECiOT 1";2022-04-15 11:22:25;9,32;0,00;53,40;28,51;0,00;27,73;30,07;37,08;19,01;
"K-A3 GRECiOT 1";2022-04-15 11:17:26;9,36;0,00;53,84;25,72;0,15;26,51;29,06;37,30;18,93;
"K-A3 GRECiOT 1";2022-04-15 11:12:25;9,18;0,00;54,26;28,92;0,00;25,14;27,56;34,41;18,60;
"K-A3 GRECiOT 1";2022-04-15 11:07:27;9,06;0,00;54,90;25,64;0,17;25,15;27,55;34,32;18,29;
"K-A3 GRECiOT 1";2022-04-15 11:02:26;9,10;0,00;56,07;24,03;0,94;23,37;25,65;32,94;17,99;
"K-A3 GRECiOT 1";2022-04-15 10:57:28;9,03;0,00;56,35;25,50;0,00;24,22;26,58;34,76;17,84;
"K-A3 GRECiOT 1";2022-04-15 10:52:27;9,07;0,00;56,78;24,78;0,00;23,27;25,58;34,12;17,77;
"K-A3 GRECiOT 1";2022-04-15 10:47:25;9,04;0,00;57,40;23,70;0,00;22,65;24,91;32,17;17,55;
"K-A3 GRECiOT 1";2022-04-15 10:42:27;9,20;0,00;59,06;23,35;0,80;21,89;23,96;31,34;17,27;
"K-A3 GRECiOT 1";2022-04-15 10:37:25;9,09;0,00;59,41;20,64;2,48;22,43;24,41;30,15;17,06;
"K-A3 GRECiOT 1";2022-04-15 10:32:28;9,16;0,00;60,75;24,24;0,00;22,91;25,03;32,32;16,79;
"K-A3 GRECiOT 1";2022-04-15 10:27:28;9,20;0,00;61,53;22,33;1,90;21,88;23,90;30,65;16,63;
"K-A3 GRECiOT 1";2022-04-15 10:22:24;9,15;0,00;62,55;23,54;0,42;19,97;21,70;26,09;16,32;
"K-A3 GRECiOT 1";2022-04-15 10:17:26;9,10;0,00;63,66;24,23;0,32;21,29;23,14;27,51;15,98;
"K-A3 GRECiOT 1";2022-04-15 10:12:25;9,00;0,00;64,64;20,47;5,52;20,74;22,42;25,86;15,64;
"K-A3 GRECiOT 1";2022-04-15 10:07:27;9,02;0,00;65,55;21,13;4,28;20,29;21,93;26,19;15,45;
"K-A3 GRECiOT 1";2022-04-15 10:02:25;9,05;0,00;66,22;22,65;3,50;20,71;22,41;26,44;15,32;
"K-A3 GRECiOT 1";2022-04-15 09:57:29;9,03;0,00;66,90;20,40;6,58;20,34;22,00;25,85;15,14;
"K-A3 GRECiOT 1";2022-04-15 09:52:26;9,04;0,00;67,87;23,32;4,87;21,15;22,90;26,12;14,92;
"K-A3 GRECiOT 1";2022-04-15 09:47:25;8,98;0,00;68,68;23,82;5,11;19,41;20,91;24,00;14,68;
"K-A3 GRECiOT 1";2022-04-15 09:42:27;9,02;0,00;69,84;24,11;3,97;17,77;19,12;21,40;14,46;
"K-A3 GRECiOT 1";2022-04-15 09:37:25;8,83;0,00;69,88;21,73;7,52;17,21;18,50;20,72;14,26;
"K-A3 GRECiOT 1";2022-04-15 09:32:27;8,91;0,00;71,12;24,36;5,19;15,46;16,58;19,24;14,06;
"K-A3 GRECiOT 1";2022-04-15 09:27:27;8,87;0,00;72,75;23,09;6,06;16,18;17,24;19,47;13,68;
"K-A3 GRECiOT 1";2022-04-15 09:22:26;8,91;0,00;74,34;22,82;6,41;16,69;17,83;19,88;13,38;
"K-A3 GRECiOT 1";2022-04-15 09:17:27;8,93;0,00;75,02;21,26;8,43;17,57;18,74;21,41;13,27;
"K-A3 GRECiOT 1";2022-04-15 09:12:26;9,00;0,00;76,24;23,29;6,46;17,27;18,41;20,59;13,08;
"K-A3 GRECiOT 1";2022-04-15 09:07:27;9,01;0,20;77,44;25,29;5,18;17,72;18,95;21,04;12,86;
"K-A3 GRECiOT 1";2022-04-15 09:02:25;8,97;0,00;78,08;25,32;5,10;17,67;18,92;21,92;12,69;
"K-A3 GRECiOT 1";2022-04-15 08:57:27;9,03;1,73;79,30;25,56;5,32;17,61;18,84;21,66;12,52;
"K-A3 GRECiOT 1";2022-04-15 08:52:27;8,92;2,27;80,36;27,12;4,33;17,92;19,18;21,50;12,21;
"K-A3 GRECiOT 1";2022-04-15 08:47:25;8,80;2,79;80,91;28,48;1,96;18,39;19,62;21,61;11,98;
"K-A3 GRECiOT 1";2022-04-15 08:42:26;8,80;1,59;81,13;24,70;4,40;18,54;19,75;21,63;11,94;
"K-A3 GRECiOT 1";2022-04-15 08:37:25;8,75;2,81;81,39;28,05;1,47;18,61;19,92;22,05;11,84;
"K-A3 GRECiOT 1";2022-04-15 08:32:28;8,58;7,25;81,25;32,07;0,00;19,88;21,28;24,02;11,69;
"K-A3 GRECiOT 1";2022-04-15 08:27:27;8,42;11,36;81,04;37,17;0,00;17,19;18,58;21,03;11,56;
"K-A3 GRECiOT 1";2022-04-15 08:22:25;8,26;12,52;81,10;38,00;0,00;17,84;19,24;22,29;11,39;
"K-A3 GRECiOT 1";2022-04-15 08:17:27;8,15;4,79;81,62;33,32;0,00;16,49;17,78;19,42;11,18;
"K-A3 GRECiOT 1";2022-04-15 08:12:24;8,13;3,92;82,39;32,81;0,00;16,45;17,58;19,05;11,02;
"K-A3 GRECiOT 1";2022-04-15 08:07:27;8,35;2,94;84,12;31,62;0,00;19,06;20,45;22,76;10,92;
"K-A3 GRECiOT 1";2022-04-15 08:02:24;7,88;3,71;81,86;32,23;0,00;25,08;26,92;29,56;10,86;
"K-A3 GRECiOT 1";2022-04-15 07:57:28;7,76;7,81;81,76;41,51;0,00;16,20;17,89;22,14;10,75;
"K-A3 GRECiOT 1";2022-04-15 07:52:26;7,64;13,57;81,84;41,50;0,00;15,59;17,32;21,12;10,61;
"K-A3 GRECiOT 1";2022-04-15 07:47:25;7,66;22,16;82,66;43,25;0,00;17,08;19,60;23,94;10,48;
"K-A3 GRECiOT 1";2022-04-15 07:42:26;7,55;30,22;82,73;44,27;0,00;18,35;21,71;26,76;10,36;
"K-A3 GRECiOT 1";2022-04-15 07:37:25;7,44;27,86;82,52;41,00;0,00;16,91;18,74;22,15;10,29;
"K-A3 GRECiOT 1";2022-04-15 07:32:28;7,35;17,92;82,33;40,48;0,00;16,73;18,39;21,36;10,23;
"K-A3 GRECiOT 1";2022-04-15 07:27:28;7,29;17,96;82,07;41,73;0,00;15,94;17,64;21,38;10,21;
"K-A3 GRECiOT 1";2022-04-15 07:22:25;7,17;13,54;81,78;42,08;0,00;15,19;16,79;20,21;10,14;
"K-A3 GRECiOT 1";2022-04-15 07:17:26;7,18;9,96;81,84;41,54;0,00;14,89;16,43;19,80;10,14;
"K-A3 GRECiOT 1";2022-04-15 07:12:25;7,21;6,56;81,93;39,72;0,00;14,85;16,30;19,50;10,16;
"K-A3 GRECiOT 1";2022-04-15 07:07:26;7,18;8,74;81,54;39,91;0,00;15,07;16,54;18,71;10,20;
"K-A3 GRECiOT 1";2022-04-15 07:02:25;7,24;13,94;81,78;42,74;0,00;15,41;17,03;20,40;10,21;
"K-A3 GRECiOT 1";2022-04-15 06:57:28;7,31;8,79;81,98;42,30;0,00;15,95;18,17;24,85;10,26;
"K-A3 GRECiOT 1";2022-04-15 06:52:27;7,30;3,42;82,00;38,88;0,00;15,28;16,76;19,46;10,24;
