Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-04-15 06:47:25;7,27;5,94;81,76;40,28;0,00;15,93;17,36;19,75;10,26;
"K-A3 GRECiOT 1";2022-04-15 06:42:27;7,34;4,87;81,79;40,20;0,00;16,04;17,51;21,26;10,32;
"K-A3 GRECiOT 1";2022-04-15 06:37:24;7,35;7,35;81,69;43,05;0,00;15,56;17,49;24,23;10,34;
"K-A3 GRECiOT 1";2022-04-15 06:32:28;7,27;5,20;81,34;39,84;0,00;16,21;17,73;20,64;10,33;
"K-A3 GRECiOT 1";2022-04-15 06:27:26;7,32;4,94;81,41;41,68;0,00;15,12;16,47;19,49;10,37;
"K-A3 GRECiOT 1";2022-04-15 06:22:25;7,25;3,49;81,02;38,59;0,00;13,62;14,73;16,15;10,37;
"K-A3 GRECiOT 1";2022-04-15 06:17:27;7,22;4,95;80,85;37,57;0,00;16,25;17,53;19,39;10,37;
"K-A3 GRECiOT 1";2022-04-15 06:12:25;7,33;4,17;81,29;37,72;0,00;15,53;16,69;18,89;10,40;
"K-A3 GRECiOT 1";2022-04-15 06:07:27;7,25;1,98;80,75;37,34;0,00;14,95;16,17;18,79;10,41;
"K-A3 GRECiOT 1";2022-04-15 06:02:25;7,30;2,43;80,69;37,31;0,00;16,17;17,35;19,50;10,48;
"K-A3 GRECiOT 1";2022-04-15 05:57:28;7,39;4,00;80,89;36,08;0,00;15,75;17,08;19,35;10,54;
"K-A3 GRECiOT 1";2022-04-15 05:52:27;7,32;3,49;80,70;36,29;0,00;15,16;16,34;18,35;10,50;
"K-A3 GRECiOT 1";2022-04-15 05:47:25;7,30;0,82;80,53;33,18;0,00;15,31;16,49;18,87;10,51;
"K-A3 GRECiOT 1";2022-04-15 05:42:26;7,34;2,34;80,37;34,23;0,00;16,34;17,65;19,72;10,58;
"K-A3 GRECiOT 1";2022-04-15 05:37:25;7,43;0,89;80,65;34,37;0,00;15,89;17,11;19,01;10,63;
"K-A3 GRECiOT 1";2022-04-15 05:32:27;7,50;0,31;80,81;33,81;0,00;16,80;18,13;20,61;10,67;
"K-A3 GRECiOT 1";2022-04-15 05:27:27;7,52;0,89;80,77;33,14;0,00;17,23;18,49;19,93;10,70;
"K-A3 GRECiOT 1";2022-04-15 05:22:25;7,55;1,25;80,83;33,45;0,00;16,23;17,44;18,99;10,71;
"K-A3 GRECiOT 1";2022-04-15 05:17:27;7,48;1,61;80,48;33,44;0,00;15,08;16,21;17,55;10,71;
"K-A3 GRECiOT 1";2022-04-15 05:12:25;7,48;1,21;80,14;33,33;0,00;15,95;17,25;19,55;10,77;
"K-A3 GRECiOT 1";2022-04-15 05:07:27;7,56;2,61;80,38;33,86;0,00;16,43;17,73;20,26;10,81;
"K-A3 GRECiOT 1";2022-04-15 05:02:25;7,62;0,76;80,63;32,24;0,00;15,97;17,13;18,76;10,82;
"K-A3 GRECiOT 1";2022-04-15 04:57:27;7,57;0,00;80,13;31,34;0,00;14,12;15,17;16,57;10,86;
"K-A3 GRECiOT 1";2022-04-15 04:52:27;7,65;0,67;80,38;31,49;0,00;15,35;16,53;18,17;10,90;
"K-A3 GRECiOT 1";2022-04-15 04:47:25;7,70;1,67;80,52;32,16;0,00;15,92;17,11;19,11;10,92;
"K-A3 GRECiOT 1";2022-04-15 04:42:27;7,73;1,48;80,48;32,13;0,00;16,04;17,24;19,16;10,96;
"K-A3 GRECiOT 1";2022-04-15 04:37:25;7,77;2,72;80,36;32,08;0,00;15,91;17,16;19,05;11,02;
"K-A3 GRECiOT 1";2022-04-15 04:32:27;7,81;1,88;80,22;32,26;0,00;13,92;14,93;16,03;11,09;
"K-A3 GRECiOT 1";2022-04-15 04:27:27;7,79;2,70;79,95;33,64;0,00;15,41;16,68;18,48;11,12;
"K-A3 GRECiOT 1";2022-04-15 04:22:24;7,85;1,76;79,98;33,97;0,00;14,98;16,10;17,99;11,18;
"K-A3 GRECiOT 1";2022-04-15 04:17:27;7,89;0,51;79,99;32,06;0,00;14,56;15,62;17,15;11,22;
"K-A3 GRECiOT 1";2022-04-15 04:12:25;7,99;0,77;80,22;33,53;0,00;14,53;15,57;17,26;11,27;
"K-A3 GRECiOT 1";2022-04-15 04:07:27;8,05;1,54;80,17;32,50;0,00;15,57;16,68;18,64;11,35;
"K-A3 GRECiOT 1";2022-04-15 04:02:25;8,16;1,16;80,49;32,13;0,00;14,31;15,30;16,76;11,40;
"K-A3 GRECiOT 1";2022-04-15 03:57:28;8,48;2,68;82,22;32,10;0,74;15,46;16,45;17,86;11,40;
"K-A3 GRECiOT 1";2022-04-15 03:52:27;8,02;5,18;79,78;37,56;0,00;16,54;17,71;19,64;11,39;
"K-A3 GRECiOT 1";2022-04-15 03:47:25;8,14;1,16;80,24;35,96;0,00;12,91;13,88;15,48;11,43;
"K-A3 GRECiOT 1";2022-04-15 03:42:26;7,82;0,10;78,35;33,15;0,27;13,61;14,66;16,40;11,46;
"K-A3 GRECiOT 1";2022-04-15 03:37:25;7,84;2,76;78,11;35,58;0,00;13,13;14,17;15,77;11,53;
"K-A3 GRECiOT 1";2022-04-15 03:32:28;7,92;1,61;78,20;33,02;0,00;13,08;14,09;15,33;11,59;
"K-A3 GRECiOT 1";2022-04-15 03:27:27;8,00;0,98;78,12;30,64;2,90;12,32;13,27;15,28;11,69;
"K-A3 GRECiOT 1";2022-04-15 03:22:24;8,09;2,08;78,32;31,27;1,60;12,61;13,58;15,13;11,74;
"K-A3 GRECiOT 1";2022-04-15 03:17:26;8,08;2,05;78,06;32,55;1,44;11,93;12,85;14,02;11,78;
"K-A3 GRECiOT 1";2022-04-15 03:12:25;8,10;2,39;77,99;34,70;0,00;12,11;13,14;14,57;11,81;
"K-A3 GRECiOT 1";2022-04-15 03:07:28;8,04;1,45;77,70;31,65;3,65;11,61;12,54;13,91;11,81;
"K-A3 GRECiOT 1";2022-04-15 03:02:24;8,08;1,23;77,78;30,90;3,60;11,20;12,04;13,55;11,84;
"K-A3 GRECiOT 1";2022-04-15 02:57:28;8,13;0,84;77,78;26,37;9,23;11,16;12,10;14,02;11,88;
"K-A3 GRECiOT 1";2022-04-15 02:52:27;8,20;2,02;77,80;30,31;4,44;11,32;12,33;14,36;11,95;
"K-A3 GRECiOT 1";2022-04-15 02:47:24;8,18;1,01;77,58;26,06;8,59;10,57;11,39;12,74;11,98;
"K-A3 GRECiOT 1";2022-04-15 02:42:27;8,26;0,84;77,76;28,85;7,60;11,01;11,85;13,55;12,02;
"K-A3 GRECiOT 1";2022-04-15 02:37:24;8,21;2,75;77,22;36,17;0,00;10,72;11,58;13,12;12,08;
"K-A3 GRECiOT 1";2022-04-15 02:32:28;8,24;2,17;77,00;37,15;0,00;10,38;11,23;12,82;12,15;
"K-A3 GRECiOT 1";2022-04-15 02:27:27;8,30;2,62;77,09;39,32;0,00;10,49;11,34;13,44;12,20;
"K-A3 GRECiOT 1";2022-04-15 02:22:24;8,30;3,65;76,97;39,12;0,00;10,65;11,52;12,65;12,23;
"K-A3 GRECiOT 1";2022-04-15 02:17:27;8,40;5,05;77,28;41,63;0,00;11,75;12,76;14,47;12,27;
"K-A3 GRECiOT 1";2022-04-15 02:12:25;8,44;4,69;77,38;40,72;0,00;10,85;11,72;13,17;12,28;
"K-A3 GRECiOT 1";2022-04-15 02:07:26;8,42;6,95;77,29;44,94;0,00;10,92;11,96;13,64;12,28;
"K-A3 GRECiOT 1";2022-04-15 02:02:24;8,44;7,42;77,27;47,21;0,00;10,80;11,93;13,86;12,31;
"K-A3 GRECiOT 1";2022-04-15 01:57:28;8,46;7,99;77,25;47,26;0,00;11,28;12,52;15,19;12,34;
"K-A3 GRECiOT 1";2022-04-15 01:52:27;8,49;11,82;77,10;49,33;0,00;11,84;13,27;19,97;12,39;
"K-A3 GRECiOT 1";2022-04-15 01:47:24;8,52;14,86;77,04;50,05;0,00;11,73;13,09;16,01;12,44;
"K-A3 GRECiOT 1";2022-04-15 01:42:27;8,53;18,37;77,07;50,27;0,00;11,97;13,54;16,51;12,44;
"K-A3 GRECiOT 1";2022-04-15 01:37:25;8,56;21,80;77,07;51,24;0,00;11,97;13,68;16,61;12,48;
"K-A3 GRECiOT 1";2022-04-15 01:32:27;8,56;20,34;76,87;52,86;0,00;12,60;14,30;17,61;12,51;
"K-A3 GRECiOT 1";2022-04-15 01:27:27;8,57;16,95;76,69;52,51;0,00;12,12;13,58;16,26;12,56;
"K-A3 GRECiOT 1";2022-04-15 01:22:25;8,59;16,80;76,56;53,18;0,00;12,58;14,05;17,11;12,60;
"K-A3 GRECiOT 1";2022-04-15 01:17:28;8,58;19,91;76,31;53,18;0,00;12,68;14,16;16,80;12,65;
"K-A3 GRECiOT 1";2022-04-15 01:12:25;8,55;25,97;76,01;54,86;0,00;13,01;14,79;18,63;12,67;
"K-A3 GRECiOT 1";2022-04-15 01:07:27;8,53;29,13;75,88;53,77;0,00;15,36;17,15;20,57;12,67;
"K-A3 GRECiOT 1";2022-04-15 01:02:25;8,55;31,21;75,70;55,93;0,00;13,01;14,68;18,78;12,73;
"K-A3 GRECiOT 1";2022-04-15 00:57:27;8,61;27,63;75,60;56,32;0,00;12,72;14,39;18,71;12,82;
"K-A3 GRECiOT 1";2022-04-15 00:52:26;8,61;24,59;75,38;55,78;0,00;13,21;14,87;18,19;12,86;
"K-A3 GRECiOT 1";2022-04-15 00:47:25;8,62;28,45;75,09;52,93;0,00;13,39;14,94;18,04;12,93;
"K-A3 GRECiOT 1";2022-04-15 00:42:27;8,59;27,94;74,93;51,12;0,00;12,79;14,24;16,84;12,93;
"K-A3 GRECiOT 1";2022-04-15 00:37:24;8,63;27,91;74,81;50,35;0,00;11,97;13,32;15,92;13,00;
"K-A3 GRECiOT 1";2022-04-15 00:32:28;8,62;21,45;74,61;50,49;0,00;11,97;13,23;16,04;13,03;
"K-A3 GRECiOT 1";2022-04-15 00:27:27;8,62;19,93;74,49;48,99;0,00;11,41;12,46;14,91;13,06;
"K-A3 GRECiOT 1";2022-04-15 00:22:24;8,57;20,38;74,44;50,18;0,00;11,48;12,51;14,96;13,02;
"K-A3 GRECiOT 1";2022-04-15 00:17:27;8,57;19,64;74,37;50,40;0,00;10,97;11,98;14,22;13,03;
"K-A3 GRECiOT 1";2022-04-15 00:12:25;8,58;17,21;74,39;48,96;0,00;10,62;11,56;13,66;13,03;
"K-A3 GRECiOT 1";2022-04-15 00:07:26;8,55;17,95;74,28;49,91;0,00;10,20;11,16;13,49;13,03;
"K-A3 GRECiOT 1";2022-04-15 00:02:25;8,45;11,17;73,49;43,54;0,00;10,13;11,08;14,32;13,08;
"K-A3 GRECiOT 1";2022-04-14 23:57:29;8,48;7,77;73,09;39,42;1,75;9,41;10,33;12,48;13,20;
"K-A3 GRECiOT 1";2022-04-14 23:52:26;8,52;5,93;73,10;38,06;3,02;9,94;10,81;13,39;13,24;
"K-A3 GRECiOT 1";2022-04-14 23:47:25;8,53;8,43;73,34;42,85;0,00;10,19;11,29;14,19;13,20;
"K-A3 GRECiOT 1";2022-04-14 23:42:27;8,59;9,48;73,10;46,31;0,00;10,35;11,28;13,53;13,31;
"K-A3 GRECiOT 1";2022-04-14 23:37:25;8,61;13,16;72,72;47,78;0,00;10,39;11,37;13,75;13,41;
"K-A3 GRECiOT 1";2022-04-14 23:32:28;8,61;12,78;72,67;47,99;0,00;10,82;11,83;13,60;13,43;
"K-A3 GRECiOT 1";2022-04-14 23:27:27;8,62;16,34;72,59;48,43;0,00;11,63;12,73;15,18;13,45;
"K-A3 GRECiOT 1";2022-04-14 23:22:25;8,66;19,66;72,75;49,42;0,00;11,54;12,67;15,29;13,45;
"K-A3 GRECiOT 1";2022-04-14 23:17:28;8,62;18,66;72,58;51,00;0,00;11,91;13,09;15,19;13,45;
"K-A3 GRECiOT 1";2022-04-14 23:12:24;8,67;13,02;72,40;49,64;0,00;11,57;12,61;14,92;13,54;
"K-A3 GRECiOT 1";2022-04-14 23:07:27;8,68;15,48;72,18;50,86;0,00;11,82;12,99;15,83;13,60;
"K-A3 GRECiOT 1";2022-04-14 23:02:24;8,69;19,04;71,91;53,96;0,00;11,98;13,18;16,37;13,66;
"K-A3 GRECiOT 1";2022-04-14 22:57:28;8,73;20,93;71,71;55,69;0,00;11,74;12,99;15,94;13,75;
"K-A3 GRECiOT 1";2022-04-14 22:52:28;8,70;21,34;71,43;51,75;0,00;11,59;12,75;15,67;13,78;
"K-A3 GRECiOT 1";2022-04-14 22:47:24;8,73;18,67;71,28;52,25;0,00;11,57;12,77;15,29;13,85;
"K-A3 GRECiOT 1";2022-04-14 22:42:27;8,77;18,39;71,18;52,13;0,00;11,61;13,22;19,07;13,90;
"K-A3 GRECiOT 1";2022-04-14 22:37:25;8,82;19,48;71,11;53,01;0,00;11,14;12,94;19,24;13,98;
"K-A3 GRECiOT 1";2022-04-14 22:32:28;8,75;16,35;70,75;49,47;0,00;11,39;12,50;14,80;13,98;
"K-A3 GRECiOT 1";2022-04-14 22:27:28;8,73;15,66;70,17;49,29;0,00;11,09;12,34;16,11;14,09;
"K-A3 GRECiOT 1";2022-04-14 22:22:25;8,75;15,57;69,80;51,16;0,00;11,10;12,21;15,00;14,19;
"K-A3 GRECiOT 1";2022-04-14 22:17:27;8,76;17,56;69,21;51,94;0,00;10,56;11,75;14,99;14,33;
"K-A3 GRECiOT 1";2022-04-14 22:12:26;8,79;19,90;68,84;54,41;0,00;9,97;11,22;15,65;14,44;
"K-A3 GRECiOT 1";2022-04-14 22:07:26;8,84;16,60;68,46;52,44;0,00;10,00;11,06;14,24;14,59;
"K-A3 GRECiOT 1";2022-04-14 22:02:25;8,89;27,42;68,22;57,78;0,00;9,82;11,09;15,17;14,68;
"K-A3 GRECiOT 1";2022-04-14 21:57:29;8,89;22,80;67,61;57,80;0,00;9,81;11,00;14,77;14,83;
"K-A3 GRECiOT 1";2022-04-14 21:52:26;8,92;21,16;67,20;57,36;0,00;9,01;10,13;13,15;14,95;
"K-A3 GRECiOT 1";2022-04-14 21:47:24;8,96;19,48;67,16;56,50;0,00;9,04;10,22;14,13;15,01;
"K-A3 GRECiOT 1";2022-04-14 21:42:27;9,01;20,27;67,15;56,64;0,00;8,84;10,15;14,45;15,06;
"K-A3 GRECiOT 1";2022-04-14 21:37:25;9,05;22,18;67,01;57,43;0,00;8,92;10,11;14,36;15,14;
"K-A3 GRECiOT 1";2022-04-14 21:32:27;9,04;19,79;66,78;52,12;0,00;8,62;9,79;15,39;15,18;
"K-A3 GRECiOT 1";2022-04-14 21:27:26;8,99;21,62;66,38;53,32;0,00;8,29;9,44;14,41;15,22;
"K-A3 GRECiOT 1";2022-04-14 21:22:25;8,98;14,78;66,15;30,67;26,98;8,47;9,37;12,36;15,26;
"K-A3 GRECiOT 1";2022-04-14 21:17:28;9,04;14,59;66,11;24,47;37,88;8,15;9,04;12,10;15,33;
"K-A3 GRECiOT 1";2022-04-14 21:12:24;9,12;15,99;66,13;29,24;31,22;8,42;9,36;12,15;15,42;
"K-A3 GRECiOT 1";2022-04-14 21:07:27;9,14;16,46;65,68;28,79;33,38;8,43;9,42;14,75;15,54;
"K-A3 GRECiOT 1";2022-04-14 21:02:25;9,20;16,39;65,30;26,79;35,45;8,12;9,08;11,90;15,70;
"K-A3 GRECiOT 1";2022-04-14 20:57:28;9,26;18,06;65,13;30,80;29,06;9,23;10,43;14,37;15,80;
"K-A3 GRECiOT 1";2022-04-14 20:52:28;9,24;16,92;64,88;30,12;29,37;8,67;9,64;12,16;15,84;
"K-A3 GRECiOT 1";2022-04-14 20:47:25;9,30;17,26;64,78;29,93;30,09;7,97;8,89;12,54;15,93;
"K-A3 GRECiOT 1";2022-04-14 20:42:26;9,23;16,83;64,36;27,71;33,22;7,61;8,51;11,15;15,96;
"K-A3 GRECiOT 1";2022-04-14 20:37:24;9,23;16,99;64,02;25,58;37,29;7,03;7,87;10,39;16,04;
"K-A3 GRECiOT 1";2022-04-14 20:32:28;9,31;18,86;63,67;27,41;37,09;7,31;8,18;10,98;16,21;
"K-A3 GRECiOT 1";2022-04-14 20:27:26;9,37;19,40;63,45;32,28;29,12;7,73;8,54;10,78;16,32;
"K-A3 GRECiOT 1";2022-04-14 20:22:25;9,34;19,77;62,95;29,63;31,89;7,29;8,18;11,11;16,42;
"K-A3 GRECiOT 1";2022-04-14 20:17:28;9,42;20,78;62,81;32,05;29,56;7,20;8,03;10,22;16,54;
"K-A3 GRECiOT 1";2022-04-14 20:12:24;9,44;19,80;62,64;27,45;34,25;7,11;7,96;9,81;16,61;
"K-A3 GRECiOT 1";2022-04-14 20:07:27;9,58;21,85;62,63;25,49;39,06;6,92;7,81;10,29;16,75;
"K-A3 GRECiOT 1";2022-04-14 20:02:25;9,57;21,03;62,59;29,68;31,71;7,13;8,27;11,62;16,75;
"K-A3 GRECiOT 1";2022-04-14 19:57:27;9,67;21,58;62,15;25,97;38,40;6,25;7,06;9,37;16,97;
"K-A3 GRECiOT 1";2022-04-14 19:52:26;9,78;22,51;62,11;27,32;36,87;6,69;7,60;9,81;17,10;
"K-A3 GRECiOT 1";2022-04-14 19:47:25;9,85;24,15;61,70;26,54;39,46;6,27;7,07;9,43;17,27;
"K-A3 GRECiOT 1";2022-04-14 19:42:26;9,85;23,76;61,12;27,97;37,72;6,10;6,96;9,89;17,43;
"K-A3 GRECiOT 1";2022-04-14 19:37:24;9,84;23,17;60,29;23,45;44,66;5,75;6,46;9,26;17,63;
"K-A3 GRECiOT 1";2022-04-14 19:32:28;9,91;23,30;59,53;22,37;46,84;5,57;6,34;9,02;17,91;
"K-A3 GRECiOT 1";2022-04-14 19:27:27;10,09;25,27;59,89;27,43;38,42;5,54;6,26;8,46;18,01;
"K-A3 GRECiOT 1";2022-04-14 19:22:25;9,97;25,35;58,74;25,38;42,32;5,67;6,51;9,90;18,19;
"K-A3 GRECiOT 1";2022-04-14 19:17:26;10,08;24,34;57,84;19,47;51,70;5,50;6,17;9,61;18,54;
"K-A3 GRECiOT 1";2022-04-14 19:12:25;10,30;24,40;58,33;23,52;44,72;5,54;6,37;9,68;18,64;
"K-A3 GRECiOT 1";2022-04-14 19:07:27;10,51;26,80;58,93;24,75;43,56;5,61;6,43;9,71;18,71;
"K-A3 GRECiOT 1";2022-04-14 19:02:24;10,61;30,09;57,92;23,86;49,77;5,66;6,45;9,53;19,10;
"K-A3 GRECiOT 1";2022-04-14 18:57:28;9,99;29,07;55,19;27,74;45,25;5,93;6,80;9,55;19,21;
"K-A3 GRECiOT 1";2022-04-14 18:52:27;9,72;26,64;54,18;26,02;45,69;6,19;7,07;9,91;19,21;
"K-A3 GRECiOT 1";2022-04-14 18:47:24;9,29;21,75;52,78;20,18;52,30;5,69;6,53;9,54;19,17;
"K-A3 GRECiOT 1";2022-04-14 18:42:27;9,87;22,66;56,14;26,00;41,76;5,17;5,95;8,01;18,80;
"K-A3 GRECiOT 1";2022-04-14 18:37:25;9,69;26,77;54,93;22,21;53,92;5,19;6,03;8,56;18,95;
"K-A3 GRECiOT 1";2022-04-14 18:32:27;9,57;26,08;54,59;22,31;52,25;4,88;5,65;8,19;18,93;
"K-A3 GRECiOT 1";2022-04-14 18:27:27;9,43;26,14;53,84;19,42;56,86;4,89;5,73;9,06;19,00;
"K-A3 GRECiOT 1";2022-04-14 18:22:24;8,90;26,64;50,77;19,09;58,54;5,15;6,04;8,82;19,36;
"K-A3 GRECiOT 1";2022-04-14 18:17:27;8,66;21,77;49,06;14,53;61,75;4,66;5,49;8,06;19,66;
"K-A3 GRECiOT 1";2022-04-14 18:12:25;8,47;18,88;46,68;12,96;61,01;4,46;5,26;8,18;20,25;
"K-A3 GRECiOT 1";2022-04-14 18:07:27;8,12;19,71;45,26;19,89;50,01;4,34;5,12;7,57;20,37;
"K-A3 GRECiOT 1";2022-04-14 18:02:25;7,70;14,44;43,94;15,14;54,82;3,98;4,81;7,17;20,38;
"K-A3 GRECiOT 1";2022-04-14 17:57:27;7,10;13,48;42,35;13,16;57,58;3,52;4,24;6,41;20,32;
"K-A3 GRECiOT 1";2022-04-14 17:52:26;7,08;10,13;41,52;9,56;61,32;3,46;4,15;6,67;20,62;
"K-A3 GRECiOT 1";2022-04-14 17:47:25;6,42;11,92;40,44;12,59;55,69;3,16;3,82;6,55;20,31;
"K-A3 GRECiOT 1";2022-04-14 17:42:27;5,71;5,73;37,41;7,03;61,06;2,93;3,60;5,69;20,78;
"K-A3 GRECiOT 1";2022-04-14 17:37:26;5,17;2,18;36,22;8,06;56,34;2,84;3,49;5,34;20,70;
"K-A3 GRECiOT 1";2022-04-14 17:32:27;5,19;0,00;36,41;3,03;60,22;2,39;2,93;5,16;20,64;
"K-A3 GRECiOT 1";2022-04-14 17:27:27;5,08;0,00;35,09;0,00;62,00;2,35;2,99;5,65;21,12;
"K-A3 GRECiOT 1";2022-04-14 17:22:25;6,23;0,00;37,34;0,00;61,14;2,55;3,19;5,60;21,40;
"K-A3 GRECiOT 1";2022-04-14 17:17:26;7,59;1,53;40,52;5,61;57,64;2,86;3,52;6,04;21,58;
"K-A3 GRECiOT 1";2022-04-14 17:12:25;6,97;11,19;38,72;11,08;56,12;3,18;3,80;6,29;21,64;
"K-A3 GRECiOT 1";2022-04-14 17:07:27;5,35;5,70;34,49;11,75;52,48;3,36;4,02;5,86;21,70;
"K-A3 GRECiOT 1";2022-04-14 17:02:24;4,94;0,00;33,88;7,39;52,99;2,96;3,66;5,77;21,53;
"K-A3 GRECiOT 1";2022-04-14 16:57:28;4,32;0,00;32,25;2,03;58,71;3,17;3,75;4,85;21,63;
"K-A3 GRECiOT 1";2022-04-14 16:52:27;5,00;0,00;33,73;0,00;60,38;3,07;3,71;6,32;21,67;
"K-A3 GRECiOT 1";2022-04-14 16:47:25;5,86;0,00;35,51;1,38;57,88;3,21;3,82;5,84;21,80;
"K-A3 GRECiOT 1";2022-04-14 16:42:27;5,35;0,00;34,56;5,62;54,89;3,35;4,01;6,51;21,67;
"K-A3 GRECiOT 1";2022-04-14 16:37:25;6,10;0,00;35,64;0,47;60,87;3,71;4,42;6,37;22,01;
"K-A3 GRECiOT 1";2022-04-14 16:32:27;6,32;0,00;36,32;2,21;58,96;3,41;4,03;5,42;21,95;
"K-A3 GRECiOT 1";2022-04-14 16:27:27;6,12;0,31;35,99;3,09;59,37;3,50;4,13;6,34;21,88;
"K-A3 GRECiOT 1";2022-04-14 16:22:25;5,84;0,00;35,16;6,46;54,97;2,59;3,22;4,79;21,94;
"K-A3 GRECiOT 1";2022-04-14 16:17:26;6,18;0,00;36,16;9,68;49,41;3,93;4,66;7,27;21,87;
"K-A3 GRECiOT 1";2022-04-14 16:12:25;6,43;0,00;37,70;10,42;50,35;4,35;5,15;6,85;21,47;
"K-A3 GRECiOT 1";2022-04-14 16:07:26;6,41;1,20;38,02;11,47;51,66;4,84;5,66;7,63;21,30;
"K-A3 GRECiOT 1";2022-04-14 16:02:24;5,87;0,00;36,32;6,66;57,72;4,10;4,84;6,96;21,44;
"K-A3 GRECiOT 1";2022-04-14 15:57:28;5,42;0,00;36,21;9,28;51,52;3,87;4,63;7,36;20,99;
"K-A3 GRECiOT 1";2022-04-14 15:52:27;5,82;0,00;37,66;8,33;54,41;3,80;4,56;7,30;20,79;
"K-A3 GRECiOT 1";2022-04-14 15:47:24;6,19;0,00;37,25;1,77;62,36;3,85;4,57;6,30;21,39;
"K-A3 GRECiOT 1";2022-04-14 15:42:26;6,09;1,74;37,16;7,03;56,36;3,31;3,91;5,73;21,32;
"K-A3 GRECiOT 1";2022-04-14 15:37:25;5,73;0,00;35,35;0,00;62,44;3,09;3,74;5,79;21,73;
"K-A3 GRECiOT 1";2022-04-14 15:32:28;5,13;0,00;33,74;2,48;57,34;3,06;3,69;5,34;21,81;
"K-A3 GRECiOT 1";2022-04-14 15:27:26;5,77;0,00;34,68;1,46;55,89;3,33;3,98;5,66;22,09;
"K-A3 GRECiOT 1";2022-04-14 15:22:25;6,30;0,00;37,35;11,37;44,38;3,42;4,13;6,72;21,47;
"K-A3 GRECiOT 1";2022-04-14 15:17:28;6,36;0,00;37,26;8,60;51,41;3,39;4,10;5,95;21,58;
"K-A3 GRECiOT 1";2022-04-14 15:12:24;4,61;0,00;33,54;10,81;48,71;2,93;3,57;5,19;21,32;
"K-A3 GRECiOT 1";2022-04-14 15:07:27;4,89;0,00;33,97;0,00;58,97;2,64;3,19;4,75;21,43;
"K-A3 GRECiOT 1";2022-04-14 15:02:25;3,78;0,00;31,71;4,38;54,62;2,91;3,57;5,26;21,29;
"K-A3 GRECiOT 1";2022-04-14 14:57:27;3,43;0,00;31,48;0,00;54,46;2,65;3,26;5,78;21,01;
"K-A3 GRECiOT 1";2022-04-14 14:52:27;5,00;0,00;35,29;1,44;54,60;2,83;3,45;4,97;20,93;
"K-A3 GRECiOT 1";2022-04-14 14:47:25;4,24;0,00;32,87;6,29;52,40;2,61;3,17;5,24;21,22;
"K-A3 GRECiOT 1";2022-04-14 14:42:27;3,72;0,00;31,06;0,00;54,96;2,95;3,64;5,77;21,56;
"K-A3 GRECiOT 1";2022-04-14 14:37:26;5,01;0,00;34,56;0,00;53,78;3,15;3,87;6,23;21,27;
"K-A3 GRECiOT 1";2022-04-14 14:32:27;6,32;0,00;38,59;2,13;55,59;3,64;4,30;6,75;20,96;
"K-A3 GRECiOT 1";2022-04-14 14:27:27;5,00;0,00;35,07;5,87;48,39;3,50;4,25;7,00;21,03;
"K-A3 GRECiOT 1";2022-04-14 14:22:25;5,49;0,00;33,63;0,00;51,64;3,46;4,18;8,97;22,28;
"K-A3 GRECiOT 1";2022-04-14 14:17:26;5,17;0,00;33,41;1,56;49,48;3,61;4,40;8,15;22,02;
"K-A3 GRECiOT 1";2022-04-14 14:12:24;5,00;0,00;33,13;0,00;52,52;3,11;3,74;6,55;21,97;
"K-A3 GRECiOT 1";2022-04-14 14:07:27;5,65;0,00;34,70;0,00;52,84;3,47;4,19;7,67;21,94;
"K-A3 GRECiOT 1";2022-04-14 14:02:25;5,44;0,00;34,99;0,00;51,55;3,38;4,11;7,01;21,57;
"K-A3 GRECiOT 1";2022-04-14 13:57:28;6,04;0,00;36,68;0,00;51,23;3,87;4,64;6,84;21,47;
"K-A3 GRECiOT 1";2022-04-14 13:52:27;6,72;0,00;37,89;0,00;51,65;4,50;5,26;8,16;21,71;
"K-A3 GRECiOT 1";2022-04-14 13:47:25;6,83;0,00;37,93;0,00;51,98;5,10;5,91;9,74;21,81;
"K-A3 GRECiOT 1";2022-04-14 13:42:26;7,76;0,00;39,92;0,00;51,62;6,18;7,13;9,83;22,02;
"K-A3 GRECiOT 1";2022-04-14 13:37:24;7,30;0,00;38,93;4,29;47,77;7,02;7,92;10,17;21,91;
"K-A3 GRECiOT 1";2022-04-14 13:32:28;5,58;0,00;34,66;5,89;44,33;6,10;7,05;10,44;21,88;
"K-A3 GRECiOT 1";2022-04-14 13:27:27;4,95;0,00;33,45;0,00;47,33;4,08;4,94;7,31;21,74;
"K-A3 GRECiOT 1";2022-04-14 13:22:25;4,17;0,00;32,20;0,00;44,42;3,46;4,30;7,12;21,49;
"K-A3 GRECiOT 1";2022-04-14 13:17:27;4,54;0,00;33,34;0,00;43,55;3,55;4,31;7,14;21,33;
"K-A3 GRECiOT 1";2022-04-14 13:12:24;4,41;0,00;32,59;0,00;43,18;3,50;4,16;6,68;21,56;
"K-A3 GRECiOT 1";2022-04-14 13:07:26;4,94;0,00;33,97;0,00;43,55;4,58;5,32;7,11;21,49;
