Datetime,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-08-24 12:16:55,18.94,0.0,62.75,17.44,22.97,12.26,13.59,17.18,26.63
2022-08-24 12:11:53,18.66,0.0,62.07,14.59,27.21,12.07,13.33,15.82,26.52
2022-08-24 12:06:56,18.83,0.0,62.6,15.62,23.59,12.0,13.23,15.69,26.55
2022-08-24 12:01:55,18.84,0.0,62.53,9.82,29.41,11.36,12.54,15.02,26.58
2022-08-24 11:56:53,18.85,0.0,62.76,10.75,28.07,11.17,12.42,16.5,26.54
2022-08-24 11:51:54,18.82,0.0,62.78,10.09,29.17,11.14,12.23,14.95,26.49
2022-08-24 11:46:52,18.89,0.0,64.05,9.66,29.45,10.62,11.67,14.39,26.23
2022-08-24 11:41:54,18.83,0.0,65.28,8.93,31.74,10.87,11.86,14.21,25.84
2022-08-24 11:36:53,18.95,0.0,67.22,7.41,34.35,11.0,12.01,14.06,25.48
2022-08-24 11:31:56,19.4,0.2,70.33,11.54,32.35,11.6,12.76,15.21,25.19
2022-08-24 11:26:55,19.31,5.69,71.35,16.64,26.58,12.08,13.31,15.65,24.85
2022-08-24 11:21:53,19.57,11.7,74.33,20.06,25.18,11.73,13.1,16.32,24.44
2022-08-24 11:16:54,19.65,6.07,76.55,20.04,28.05,11.3,12.77,16.2,24.03
2022-08-24 11:11:53,19.69,10.6,78.16,25.25,24.21,11.8,13.41,17.98,23.72
2022-08-24 11:06:55,19.84,12.09,79.77,24.84,25.25,11.96,13.53,17.14,23.54
2022-08-24 11:01:54,19.86,17.22,80.77,30.79,18.54,12.88,14.6,18.39,23.35
2022-08-24 10:56:53,19.99,16.96,81.94,30.17,18.02,13.13,14.87,18.76,23.25
2022-08-24 10:51:56,19.83,16.55,81.51,31.57,15.67,13.4,15.07,18.08,23.17
2022-08-24 10:46:52,20.0,23.88,82.46,36.5,11.68,14.0,15.62,18.69,23.15
2022-08-24 10:41:55,20.0,26.81,82.45,38.56,9.59,14.4,15.96,18.51,23.15
2022-08-24 10:36:53,19.99,27.81,82.34,39.79,9.25,14.35,15.83,18.35,23.17
2022-08-24 10:31:56,19.93,24.86,82.53,39.51,6.99,14.72,16.15,18.04,23.07
2022-08-24 10:26:55,19.64,23.04,80.85,37.98,10.12,15.47,16.97,19.31,23.11
2022-08-24 10:21:53,19.81,21.92,81.2,36.35,11.52,15.27,16.74,19.05,23.21
2022-08-24 10:16:54,19.73,27.45,80.47,39.97,8.28,17.21,18.84,21.06,23.28
2022-08-24 10:11:52,19.76,22.66,79.85,38.31,9.27,16.4,17.9,19.7,23.44
2022-08-24 10:06:56,19.62,20.4,78.98,35.88,12.06,15.85,17.24,19.08,23.48
2022-08-24 10:01:54,19.63,16.74,78.93,31.49,14.49,15.48,16.81,18.12,23.49
2022-08-24 09:56:52,19.48,13.61,78.22,30.28,14.58,15.57,16.99,19.15,23.49
2022-08-24 09:51:55,19.5,20.12,77.59,34.56,13.5,16.13,17.63,20.12,23.65
2022-08-24 09:46:52,19.38,15.78,76.24,30.62,17.97,15.51,16.85,18.82,23.82
2022-08-24 09:41:55,19.2,17.11,75.06,29.02,18.78,15.07,16.3,18.12,23.89
2022-08-24 09:36:52,19.17,20.22,73.41,30.62,18.41,14.74,16.05,18.42,24.23
2022-08-24 09:31:55,17.44,16.0,64.99,32.9,18.18,14.51,15.85,18.7,24.46
2022-08-24 09:26:54,17.32,0.0,64.53,11.57,36.59,10.27,11.13,12.28,24.44
2022-08-24 09:21:52,17.41,0.0,64.62,14.6,33.99,10.72,11.76,13.64,24.51
2022-08-24 09:16:54,17.41,0.0,64.64,14.31,34.48,10.62,11.58,13.58,24.51
2022-08-24 09:11:52,17.35,0.0,64.33,9.55,42.34,10.6,11.57,13.2,24.53
2022-08-24 09:06:56,17.47,0.0,64.43,10.94,42.03,10.45,11.42,13.17,24.63
2022-08-24 09:01:55,17.59,0.0,64.73,10.69,42.12,9.99,10.89,13.03,24.68
2022-08-24 08:56:53,17.67,0.0,64.84,11.96,39.21,9.8,10.66,12.28,24.74
2022-08-24 08:51:55,17.8,0.0,65.03,9.77,40.32,9.71,10.6,12.04,24.82
2022-08-24 08:46:53,17.58,0.0,64.13,10.48,39.67,9.49,10.34,11.94,24.82
2022-08-24 08:41:54,17.71,0.0,64.67,8.67,40.92,9.1,9.91,11.25,24.82
2022-08-24 08:36:53,17.69,0.0,64.67,9.04,40.83,9.39,10.28,13.13,24.79
2022-08-24 08:31:55,17.62,0.0,64.56,11.28,38.54,9.25,10.14,11.84,24.75
2022-08-24 08:26:55,17.54,0.0,64.45,8.65,42.25,9.1,9.94,11.64,24.7
2022-08-24 08:21:53,17.63,0.0,65.26,10.55,37.39,8.98,9.79,11.47,24.58
2022-08-24 08:16:55,17.41,0.0,64.53,20.59,25.0,9.36,10.27,13.41,24.54
2022-08-24 08:11:52,17.43,0.0,64.78,15.61,31.09,9.06,9.89,11.73,24.5
2022-08-24 08:06:56,17.72,0.0,65.97,11.41,34.04,9.25,10.11,12.03,24.5
2022-08-24 08:01:54,17.69,0.0,65.79,15.1,28.89,9.15,10.02,11.82,24.51
2022-08-24 07:56:52,17.6,0.0,65.59,11.23,33.34,8.78,9.6,11.31,24.47
2022-08-24 07:51:55,17.55,0.0,65.49,9.0,38.76,8.58,9.36,10.4,24.44
2022-08-24 07:46:53,17.68,0.0,66.15,6.93,39.77,8.42,9.16,10.85,24.41
2022-08-24 07:41:55,17.66,0.0,66.49,7.95,38.75,8.52,9.27,10.97,24.3
2022-08-24 07:36:53,17.71,0.0,66.85,6.37,40.25,8.48,9.21,10.49,24.27
2022-08-24 07:31:56,17.95,0.0,68.08,13.19,32.05,8.77,9.53,11.65,24.21
2022-08-24 07:26:54,17.96,0.0,68.41,14.39,30.71,8.68,9.43,11.23,24.15
2022-08-24 07:21:52,17.67,0.0,68.21,15.88,31.9,8.79,9.56,11.25,23.89
2022-08-24 07:16:55,17.67,0.0,68.63,5.69,45.1,8.19,8.88,10.05,23.79
2022-08-24 07:11:53,17.83,0.0,69.6,4.99,44.72,8.43,9.08,10.19,23.72
2022-08-24 07:06:56,17.84,0.0,69.77,8.38,39.36,8.94,9.66,11.35,23.69
2022-08-24 07:01:55,17.78,0.0,69.72,5.22,43.79,8.86,9.56,11.03,23.64
2022-08-24 06:56:53,17.83,0.0,70.2,4.67,44.57,8.53,9.17,10.06,23.58
2022-08-24 06:51:55,18.04,0.0,71.12,5.8,42.44,8.68,9.33,10.37,23.58
2022-08-24 06:46:53,18.31,0.0,72.53,10.65,33.95,9.07,9.76,10.63,23.54
2022-08-24 06:41:55,18.55,0.0,73.58,20.26,19.33,10.37,11.19,12.9,23.55
2022-08-24 06:36:52,18.43,0.0,72.9,22.33,18.04,10.6,11.37,12.83,23.58
2022-08-24 06:31:56,18.01,0.0,70.99,7.86,40.12,9.11,9.78,10.79,23.58
2022-08-24 06:26:55,18.03,0.0,71.29,9.72,34.69,8.72,9.39,10.27,23.54
2022-08-24 06:21:52,17.97,0.0,71.2,3.19,45.2,8.43,9.0,9.49,23.49
2022-08-24 06:16:54,18.02,0.0,71.95,3.84,44.77,8.42,9.02,9.61,23.37
2022-08-24 06:11:53,18.11,0.0,72.78,8.97,37.7,8.63,9.28,10.32,23.27
2022-08-24 06:06:55,18.04,0.0,72.9,3.9,45.14,8.87,9.51,10.56,23.17
2022-08-24 06:01:54,18.11,0.0,73.78,5.21,42.85,8.94,9.53,10.23,23.04
2022-08-24 05:56:53,18.38,0.0,75.37,4.43,43.97,9.07,9.67,10.43,22.97
2022-08-24 05:51:54,18.3,0.0,75.59,10.72,35.04,9.55,10.17,11.0,22.85
2022-08-24 05:46:53,19.18,0.0,80.0,9.26,33.07,9.04,9.61,10.15,22.82
2022-08-24 05:41:55,19.29,1.89,80.9,20.24,16.43,10.47,11.19,12.51,22.74
2022-08-24 05:36:52,19.36,5.21,81.39,22.1,13.92,11.12,11.92,12.79,22.71
2022-08-24 05:31:55,19.33,6.92,81.17,22.63,12.24,11.16,11.98,13.04,22.73
2022-08-24 05:26:54,19.41,7.42,81.72,23.87,10.3,11.3,12.11,13.41,22.7
2022-08-24 05:21:53,19.36,9.18,81.53,22.91,10.84,11.79,12.6,13.56,22.69
2022-08-24 05:16:54,19.26,8.57,81.42,20.45,16.12,11.97,12.81,13.82,22.6
2022-08-24 05:11:53,19.15,5.33,81.11,19.8,17.82,11.3,12.1,13.33,22.56
2022-08-24 05:06:56,19.15,8.27,81.14,19.57,17.72,11.54,12.38,13.61,22.55
2022-08-24 05:01:55,18.98,8.6,80.38,19.55,17.9,11.64,12.49,13.44,22.53
2022-08-24 04:56:53,19.08,5.91,80.75,18.66,18.9,11.04,11.78,12.73,22.56
2022-08-24 04:51:55,19.14,5.61,80.7,18.42,18.07,11.64,12.45,13.4,22.63
2022-08-24 04:46:53,19.15,5.67,80.62,16.35,19.43,11.57,12.39,13.52,22.66
2022-08-24 04:41:55,19.26,8.52,80.96,16.88,19.45,12.32,13.24,14.65,22.7
2022-08-24 04:36:52,19.36,7.63,81.36,19.53,15.83,12.15,13.09,14.85,22.71
2022-08-24 04:31:55,19.47,10.79,81.61,17.4,17.22,12.34,13.28,15.3,22.79
2022-08-24 04:26:54,19.44,8.51,81.57,14.87,19.14,11.97,12.76,13.75,22.76
2022-08-24 04:21:53,19.48,10.87,81.57,16.41,17.12,11.95,12.83,14.31,22.8
2022-08-24 04:16:55,19.5,10.26,81.61,17.08,18.18,11.79,12.65,13.56,22.82
2022-08-24 04:11:53,19.53,10.78,81.53,17.98,16.01,11.87,12.71,13.66,22.86
2022-08-24 04:06:56,19.53,10.49,81.47,18.08,16.54,11.89,12.69,13.66,22.87
2022-08-24 04:01:55,19.46,11.26,81.13,16.45,18.62,11.44,12.17,12.99,22.87
2022-08-24 03:56:54,19.36,10.72,80.69,17.97,17.92,11.89,12.73,13.88,22.86
2022-08-24 03:51:55,19.37,8.77,80.52,16.38,19.03,11.71,12.54,14.2,22.9
2022-08-24 03:46:53,19.46,10.92,80.7,18.08,18.75,11.85,12.78,14.36,22.96
2022-08-24 03:41:55,19.36,10.87,80.15,16.93,20.02,11.41,12.15,13.22,22.97
2022-08-24 03:36:52,19.28,9.96,79.54,18.78,19.81,11.83,12.64,13.59,23.01
2022-08-24 03:31:56,19.19,5.97,79.17,15.11,22.61,10.87,11.53,12.35,23.0
2022-08-24 03:26:55,19.22,7.87,78.95,16.31,23.43,11.36,12.13,13.26,23.07
2022-08-24 03:21:53,19.18,7.53,78.79,15.92,23.62,11.23,11.96,12.82,23.07
2022-08-24 03:16:54,19.14,8.61,78.52,17.94,23.02,10.9,11.66,12.73,23.09
2022-08-24 03:11:52,18.97,7.4,77.61,18.27,22.01,10.85,11.54,12.36,23.1
2022-08-24 03:06:56,18.99,2.5,77.53,14.65,29.23,10.5,11.2,11.84,23.14
2022-08-24 03:01:55,18.97,1.39,77.3,15.85,28.55,10.78,11.5,12.49,23.17
2022-08-24 02:56:53,18.93,2.03,77.15,16.02,25.94,10.07,10.77,11.74,23.15
2022-08-24 02:51:54,18.74,0.0,76.25,14.8,29.01,9.8,10.45,11.57,23.15
2022-08-24 02:46:53,18.77,0.0,76.54,14.42,30.14,10.0,10.62,11.52,23.13
2022-08-24 02:41:55,18.77,1.51,76.54,17.34,27.42,10.14,10.78,11.74,23.13
2022-08-24 02:36:53,18.77,0.0,76.52,14.73,31.05,10.01,10.7,11.7,23.13
2022-08-24 02:31:56,18.97,1.15,77.1,16.64,27.77,9.9,10.52,10.97,23.21
2022-08-24 02:26:54,18.84,1.56,76.4,17.14,27.18,10.08,10.75,11.66,23.22
2022-08-24 02:21:53,18.71,0.0,75.63,14.15,31.73,10.04,10.79,11.65,23.25
2022-08-24 02:16:55,18.79,0.0,75.85,14.54,30.06,10.14,10.87,12.07,23.3
2022-08-24 02:11:53,18.93,0.0,76.42,13.87,30.86,9.64,10.24,10.98,23.31
2022-08-24 02:06:56,19.01,0.0,76.6,15.99,27.6,10.09,10.79,11.91,23.35
2022-08-24 02:01:55,19.43,0.0,78.3,16.51,28.01,9.93,10.63,11.87,23.42
2022-08-24 01:56:53,19.42,7.14,78.1,25.93,15.93,11.16,11.96,13.28,23.45
2022-08-24 01:51:55,18.73,6.13,74.73,24.99,20.61,11.41,12.21,13.4,23.48
2022-08-24 01:46:52,19.1,0.0,76.68,8.22,38.83,9.05,9.65,10.7,23.44
2022-08-24 01:41:54,19.43,0.0,78.31,15.69,26.89,9.34,9.93,10.45,23.42
2022-08-24 01:36:53,19.45,8.9,78.15,25.57,18.74,10.63,11.45,13.04,23.48
2022-08-24 01:31:56,19.29,2.93,77.57,23.13,20.86,10.88,11.73,13.49,23.44
2022-08-24 01:26:55,19.55,1.6,78.6,20.65,23.15,10.48,11.28,12.67,23.48
2022-08-24 01:21:53,19.6,4.04,78.83,22.34,21.67,10.19,10.92,11.8,23.49
2022-08-24 01:16:55,19.59,1.65,78.88,23.98,19.85,10.67,11.48,12.6,23.47
2022-08-24 01:11:53,19.92,3.31,80.37,21.92,22.42,10.72,11.53,12.64,23.49
2022-08-24 01:06:55,19.84,6.5,79.92,24.44,18.03,11.05,11.82,12.65,23.51
2022-08-24 01:01:55,19.78,8.9,79.56,28.44,15.3,11.9,12.84,14.24,23.52
2022-08-24 00:56:53,19.82,8.71,79.6,30.14,13.88,11.54,12.44,13.89,23.55
2022-08-24 00:51:54,19.77,7.71,79.19,33.65,11.65,11.86,12.9,14.76,23.59
2022-08-24 00:46:53,19.79,9.4,79.32,28.92,16.51,11.41,12.31,13.98,23.58
2022-08-24 00:41:55,19.78,7.17,79.15,26.38,16.32,11.13,11.94,12.96,23.61
2022-08-24 00:36:52,19.8,9.06,79.17,28.75,13.36,11.19,12.09,13.6,23.62
2022-08-24 00:31:56,20.07,13.87,80.18,35.0,6.4,11.81,12.82,14.45,23.69
2022-08-24 00:26:55,19.83,11.98,78.85,34.44,6.36,12.49,13.68,14.94,23.72
2022-08-24 00:21:52,19.96,8.11,79.01,29.79,11.62,11.89,13.02,14.93,23.82
2022-08-24 00:16:55,20.21,7.58,79.62,28.83,12.52,11.52,12.52,14.46,23.95
2022-08-24 00:11:52,20.31,11.29,79.79,30.58,14.11,12.04,13.15,15.31,24.02
2022-08-24 00:06:56,20.17,8.21,78.98,29.39,14.75,11.95,13.0,14.91,24.05
2022-08-24 00:01:55,20.17,13.8,78.55,34.13,10.47,12.47,13.67,15.25,24.13
2022-08-23 23:56:53,20.3,5.75,79.15,27.56,17.98,11.05,12.04,13.4,24.15
2022-08-23 23:51:55,20.21,6.98,78.5,31.85,13.41,11.38,12.5,14.7,24.19
2022-08-23 23:46:53,20.37,6.07,79.19,32.64,11.92,11.31,12.39,14.54,24.2
2022-08-23 23:41:54,20.32,11.02,78.82,34.73,11.29,12.03,13.17,15.33,24.23
2022-08-23 23:36:53,20.35,7.62,78.9,32.11,11.0,11.4,12.49,14.59,24.24
2022-08-23 23:31:56,20.26,7.81,78.29,32.43,14.06,11.61,12.89,14.97,24.29
2022-08-23 23:26:55,20.4,15.26,78.71,37.59,6.51,13.24,14.9,18.07,24.34
2022-08-23 23:21:52,19.83,7.79,76.05,30.31,18.8,10.97,12.23,14.47,24.33
2022-08-23 23:16:54,19.94,1.76,76.41,20.4,30.47,10.76,11.88,14.4,24.36
2022-08-23 23:11:52,20.11,5.01,77.09,22.56,26.82,11.09,12.26,14.34,24.39
2022-08-23 23:06:56,20.4,6.43,78.56,24.77,22.28,11.43,12.71,15.62,24.37
2022-08-23 23:01:55,20.87,11.29,80.47,29.35,16.16,11.67,13.04,16.02,24.46
2022-08-23 22:56:53,20.83,19.06,79.99,36.28,8.07,11.99,13.37,15.95,24.51
2022-08-23 22:51:55,20.74,12.44,79.42,24.52,24.38,10.35,11.58,14.05,24.54
2022-08-23 22:46:53,20.62,11.94,78.67,20.73,27.72,9.39,10.41,12.4,24.57
2022-08-23 22:41:55,20.6,11.32,78.64,18.62,31.84,9.41,10.55,13.37,24.56
2022-08-23 22:36:52,20.57,16.47,78.57,17.89,29.06,9.33,10.42,13.37,24.54
2022-08-23 22:31:56,20.55,19.76,78.21,15.07,30.74,9.65,10.87,14.94,24.6
2022-08-23 22:26:55,20.5,21.35,77.87,16.37,29.43,10.28,11.78,17.17,24.63
2022-08-23 22:21:53,20.54,19.76,77.82,14.59,25.89,11.05,12.83,18.14,24.67
2022-08-23 22:16:55,21.0,19.94,80.08,17.93,20.96,12.3,13.84,17.54,24.67
2022-08-23 22:11:53,21.53,23.91,82.59,36.73,12.97,13.85,15.22,17.44,24.7
2022-08-23 22:06:55,21.63,26.96,82.96,43.34,8.73,13.66,14.95,17.09,24.72
2022-08-23 22:01:55,21.29,28.94,81.05,48.46,5.33,14.89,16.3,18.01,24.77
2022-08-23 21:56:53,21.24,32.67,80.77,49.44,4.21,15.04,16.44,18.64,24.77
2022-08-23 21:51:55,21.61,32.44,82.77,49.89,1.88,15.53,16.96,18.87,24.74
2022-08-23 21:46:52,22.07,37.25,85.0,50.12,1.31,14.77,16.06,17.85,24.77
2022-08-23 21:41:54,22.01,41.49,84.98,53.67,0.0,14.24,15.34,16.3,24.71
2022-08-23 21:36:52,21.89,45.22,84.55,56.12,0.0,15.4,16.68,17.95,24.67
2022-08-23 21:31:55,21.68,42.06,83.5,55.79,1.33,15.84,17.2,19.05,24.67
2022-08-23 21:26:55,21.78,41.62,83.86,56.54,2.42,16.29,17.76,19.59,24.7
2022-08-23 21:21:52,21.99,49.64,85.0,61.62,0.0,14.4,15.51,16.41,24.68
2022-08-23 21:16:54,22.2,48.35,86.26,61.5,0.0,13.71,14.73,15.66,24.66
2022-08-23 21:11:53,21.93,49.25,84.96,62.11,0.0,15.0,16.08,17.03,24.63
2022-08-23 21:06:56,21.51,45.74,83.19,61.36,0.0,14.62,15.7,16.68,24.56
2022-08-23 21:01:55,21.79,50.36,84.4,65.53,0.0,16.66,18.19,20.17,24.6
2022-08-23 20:56:53,21.8,51.78,84.57,65.64,0.0,15.69,17.09,18.71,24.57
2022-08-23 20:51:55,21.61,45.1,83.61,64.02,0.21,15.27,16.62,18.32,24.57
2022-08-23 20:46:52,21.74,49.92,84.41,67.31,0.0,15.21,16.64,18.79,24.54
2022-08-23 20:41:54,21.67,57.63,84.07,71.26,0.0,16.28,17.89,20.09,24.54
2022-08-23 20:36:52,21.09,49.97,81.12,62.85,11.46,15.51,16.98,19.13,24.54
2022-08-23 20:31:56,21.02,47.71,80.22,63.19,14.57,15.2,16.61,19.2,24.66
2022-08-23 20:26:54,21.54,45.86,82.78,67.15,6.22,14.7,15.99,17.22,24.67
2022-08-23 20:21:52,21.4,56.32,81.15,74.0,5.05,16.59,18.24,20.0,24.85
2022-08-23 20:16:55,21.04,40.44,79.67,53.13,28.22,14.14,15.32,16.33,24.79
2022-08-23 20:11:53,21.15,52.34,80.0,56.32,29.42,15.54,16.83,18.08,24.84
2022-08-23 20:06:56,20.15,39.96,74.75,51.8,36.4,13.37,14.47,15.79,24.95
2022-08-23 20:01:55,20.12,33.41,74.02,51.12,34.57,12.29,13.37,14.91,25.08
2022-08-23 19:56:53,19.57,45.05,71.5,53.82,32.3,14.26,15.39,16.36,25.09
2022-08-23 19:51:55,20.55,30.09,74.59,41.24,48.49,11.77,12.92,14.21,25.39
2022-08-23 19:46:53,20.27,35.66,70.47,43.61,45.59,13.59,15.09,19.85,26.07
2022-08-23 19:41:55,21.73,44.8,70.53,41.88,50.66,12.22,13.75,24.69,27.57
2022-08-23 19:36:53,19.99,37.77,60.96,45.86,49.37,12.68,14.03,19.76,28.23
2022-08-23 19:31:56,19.91,20.23,59.25,33.8,54.91,11.42,12.45,14.9,28.64
2022-08-23 19:26:55,19.81,18.32,58.82,39.87,37.37,11.55,12.51,14.46,28.66
2022-08-23 19:21:53,19.8,15.78,58.57,32.76,48.64,11.07,12.01,14.34,28.73
2022-08-23 19:16:55,19.86,17.38,58.68,38.09,42.45,11.67,12.6,15.54,28.76
2022-08-23 19:11:53,19.97,19.37,58.89,33.21,50.78,11.28,12.25,15.09,28.81
2022-08-23 19:06:56,20.01,15.73,58.45,34.07,50.7,11.41,12.43,14.33,28.98
2022-08-23 19:01:55,19.87,19.55,57.55,35.05,50.93,11.6,12.62,15.47,29.11
2022-08-23 18:56:53,19.77,21.95,56.8,43.27,39.04,12.36,13.46,16.76,29.22
2022-08-23 18:51:55,19.67,18.04,55.77,32.44,53.2,11.1,12.11,14.48,29.44
2022-08-23 18:46:53,19.65,16.41,54.89,29.29,57.74,11.46,12.4,14.21,29.69
2022-08-23 18:41:55,19.66,21.0,54.2,34.76,48.46,11.95,12.95,15.71,29.92
2022-08-23 18:36:53,19.86,14.03,54.53,28.04,56.24,11.51,12.49,15.01,30.03
2022-08-23 18:31:56,19.67,18.14,53.2,27.0,63.26,12.07,13.1,15.9,30.26
2022-08-23 18:26:55,19.55,18.42,52.42,31.61,54.11,11.7,12.69,14.39,30.38
2022-08-23 18:21:53,19.29,15.47,51.5,27.83,57.13,11.49,12.6,16.07,30.41
2022-08-23 18:16:55,19.3,12.07,50.56,22.09,62.01,11.15,12.3,15.19,30.74
2022-08-23 18:11:53,19.31,12.03,50.2,24.94,57.0,10.92,11.97,14.2,30.88
2022-08-23 18:06:56,19.22,8.88,50.0,22.38,62.34,10.48,11.48,14.1,30.85
2022-08-23 18:01:55,19.09,8.97,50.37,28.97,52.13,10.53,11.48,14.19,30.58
2022-08-23 17:56:53,19.11,7.36,51.42,22.99,63.59,10.15,11.06,13.6,30.24
2022-08-23 17:51:55,19.37,11.23,52.77,28.64,56.2,10.9,11.92,13.66,30.07
2022-08-23 17:46:53,19.42,13.54,53.11,32.02,54.48,10.59,11.57,13.74,30.02
2022-08-23 17:41:55,19.35,13.48,53.35,31.72,56.03,10.84,11.89,14.53,29.86
2022-08-23 17:36:53,19.7,15.96,54.3,32.29,56.66,10.79,11.78,14.13,29.93
2022-08-23 17:31:56,19.67,19.31,54.16,33.98,55.88,10.96,11.94,14.62,29.94
2022-08-23 17:26:54,19.3,19.4,51.94,33.26,59.06,11.78,12.78,14.69,30.27
2022-08-23 17:21:53,19.09,16.11,49.71,30.0,58.83,12.38,13.47,15.2,30.81
2022-08-23 17:16:55,18.39,12.45,45.83,24.53,59.88,10.84,11.95,15.95,31.47
2022-08-23 17:11:53,17.85,3.75,42.05,14.15,66.9,8.86,9.75,12.63,32.39
2022-08-23 17:06:56,17.52,0.0,40.24,4.57,69.17,6.64,7.39,8.48,32.8
2022-08-23 17:01:55,17.09,0.0,40.14,2.54,70.08,5.81,6.48,7.94,32.36
2022-08-23 16:56:53,16.86,0.0,40.6,0.0,69.86,5.69,6.38,7.47,31.91
2022-08-23 16:51:55,19.92,0.0,48.84,0.0,73.53,6.58,7.19,8.35,32.03
2022-08-23 16:46:53,18.58,6.22,44.44,18.76,66.68,7.66,8.49,9.91,32.22
2022-08-23 16:41:54,18.64,0.0,43.99,8.91,72.3,6.22,6.8,8.05,32.46
2022-08-23 16:36:53,17.51,0.0,41.19,7.95,70.27,5.5,6.12,7.2,32.38
2022-08-23 16:31:56,17.37,0.0,41.43,1.35,70.73,5.81,6.42,6.96,32.12
2022-08-23 16:26:55,17.82,0.0,43.1,1.19,70.02,6.49,7.18,8.53,31.93
2022-08-23 16:21:53,17.74,0.0,43.15,0.57,71.46,5.27,6.15,8.32,31.81
2022-08-23 16:16:55,17.85,0.0,43.07,0.0,68.85,4.05,4.84,6.7,31.97
2022-08-23 16:11:53,18.67,0.0,44.47,0.0,65.51,4.37,5.32,7.1,32.31
2022-08-23 16:06:56,19.04,0.0,44.59,0.22,69.32,5.98,6.97,8.62,32.68
2022-08-23 16:01:55,19.65,0.0,45.31,3.42,62.01,6.77,7.71,9.51,33.06
2022-08-23 15:56:52,19.76,0.0,45.87,12.39,47.77,9.11,10.16,12.54,32.96
2022-08-23 15:51:55,19.79,0.0,45.91,13.37,46.79,9.31,10.34,11.95,32.98
2022-08-23 15:46:53,19.44,0.0,43.58,3.16,54.23,7.42,8.35,11.52,33.53
2022-08-23 15:41:55,18.82,0.0,41.99,0.0,50.33,7.04,8.05,10.51,33.5
2022-08-23 15:36:52,19.31,0.0,43.52,0.0,45.2,6.62,7.56,9.19,33.4
2022-08-23 15:31:55,19.25,0.0,44.19,0.0,46.98,6.32,7.49,10.44,33.06
2022-08-23 15:26:55,19.22,0.0,45.15,3.71,45.49,7.3,8.3,10.51,32.65
2022-08-23 15:21:53,19.22,0.0,46.56,1.25,52.34,8.1,9.01,10.75,32.1
2022-08-23 15:16:55,19.28,0.0,48.18,5.21,49.01,7.29,8.25,10.0,31.56
2022-08-23 15:11:53,19.35,0.0,50.6,4.97,53.21,6.47,7.44,9.75,30.78
2022-08-23 15:06:56,19.58,5.69,54.12,9.06,53.46,9.07,10.01,11.6,29.86
2022-08-23 15:01:55,19.53,9.2,57.37,20.29,45.91,13.66,14.74,16.59,28.8
2022-08-23 14:56:53,19.67,12.32,59.24,26.21,39.61,10.37,11.61,13.95,28.39
2022-08-23 14:51:55,20.01,20.32,62.02,30.61,36.32,10.1,11.45,13.49,27.96
2022-08-23 14:46:53,20.15,22.12,63.93,31.49,38.49,9.29,10.11,11.27,27.6
2022-08-23 14:41:54,19.63,26.02,62.95,41.07,28.77,9.56,10.34,12.33,27.3
2022-08-23 14:36:52,19.82,11.62,63.92,31.15,39.15,8.78,9.49,10.77,27.25
2022-08-23 14:31:56,19.93,28.07,65.03,42.61,33.98,9.44,10.31,11.86,27.07
2022-08-23 14:26:55,20.23,22.48,68.75,37.21,39.69,9.17,9.99,11.13,26.44
2022-08-23 14:21:53,20.1,26.52,68.36,40.75,40.34,10.32,11.28,12.64,26.39
2022-08-23 14:16:55,20.27,34.32,68.46,45.58,36.28,11.47,12.64,14.51,26.55
2022-08-23 14:11:53,19.36,29.35,63.4,42.39,41.19,11.8,12.93,15.71,26.9
2022-08-23 14:06:56,19.06,28.4,60.61,40.65,42.83,11.53,12.62,15.73,27.34
2022-08-23 14:01:55,19.43,20.77,61.33,41.06,35.48,10.34,11.29,13.46,27.54
2022-08-23 13:56:53,18.56,21.41,57.39,36.64,42.79,10.81,11.87,14.59,27.75
2022-08-23 13:51:55,18.38,16.59,55.94,32.79,45.56,10.52,11.66,14.61,27.99
2022-08-23 13:46:53,18.48,12.3,56.51,30.09,45.57,9.99,10.99,12.75,27.92
2022-08-23 13:41:54,18.02,13.89,54.49,31.49,46.49,10.98,11.98,13.57,28.06
2022-08-23 13:36:54,17.75,6.25,52.8,25.84,50.89,9.77,10.69,11.84,28.3
2022-08-23 13:31:57,17.48,0.0,50.02,18.24,54.79,10.2,11.28,13.47,28.94
2022-08-23 13:26:55,18.9,1.32,52.9,18.48,52.11,10.57,11.45,13.7,29.52
2022-08-23 13:21:53,18.64,2.36,50.44,18.84,54.0,8.54,9.22,10.49,30.06
2022-08-23 13:16:55,18.75,0.45,49.66,16.64,53.69,11.3,12.24,13.81,30.45
2022-08-23 13:11:53,18.98,0.0,48.86,11.92,60.08,12.11,13.12,14.9,30.99
2022-08-23 13:06:56,18.97,0.0,48.02,13.6,69.3,15.87,17.0,19.74,31.29
2022-08-23 13:01:55,19.58,0.0,48.25,13.53,73.48,16.25,17.54,20.69,31.87
2022-08-23 12:56:53,19.64,0.0,48.66,17.85,65.6,15.78,17.07,19.82,31.79
2022-08-23 12:51:55,19.5,0.0,47.95,11.92,77.25,16.11,17.37,19.52,31.9
2022-08-23 12:46:53,19.76,0.0,47.14,9.66,73.71,16.12,17.44,20.71,32.48
