,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-04-15 05:00:00,11.57,84.57,150.0,90.5,37.5,58.22,1084.26
2022-04-15 06:00:00,13.15,82.57,158.0,95.0,39.0,54.79,655.5
2022-04-15 07:00:00,14.13,75.97,144.0,86.5,35.5,49.66,550.71
2022-04-15 08:00:00,15.95,68.1,160.0,97.0,40.0,47.95,668.79
2022-04-15 09:00:00,16.95,63.92,167.5,101.0,41.5,49.66,757.39
2022-04-15 10:00:00,19.75,41.33,52.0,32.0,14.0,30.82,438.01
2022-04-15 11:00:00,21.19,29.32,27.5,16.5,7.0,23.97,395.26
2022-04-15 12:00:00,21.38,35.14,37.0,23.0,10.0,58.22,547.53
2022-04-15 13:00:00,20.42,40.3,34.0,21.0,9.0,66.78,466.3
2022-04-15 14:00:00,20.55,36.57,34.0,21.0,9.0,58.22,438.79
2022-04-15 15:00:00,20.79,38.96,32.0,20.0,9.0,59.93,450.82
2022-04-15 16:00:00,21.25,31.35,33.0,21.0,9.0,54.79,517.59
2022-04-15 17:00:00,20.48,34.51,36.0,23.0,10.0,65.07,514.49
2022-04-15 18:00:00,18.9,41.96,45.0,27.0,12.0,92.47,1053.89
2022-04-15 19:00:00,17.49,45.28,49.0,30.5,13.0,89.04,1171.8
2022-04-15 20:00:00,16.62,47.47,47.0,29.0,12.0,85.62,980.85
2022-04-15 21:00:00,16.41,47.0,37.5,23.5,10.5,80.48,790.96
2022-04-15 22:00:00,16.05,48.28,39.0,24.0,10.0,78.77,652.58
2022-04-15 23:00:00,15.9,50.38,52.5,32.5,14.0,77.05,543.63
2022-04-16 00:00:00,14.88,68.17,86.0,53.0,23.0,71.92,793.07
2022-04-16 01:00:00,14.67,58.59,52.0,32.0,14.0,68.49,496.0
2022-04-16 02:00:00,13.9,55.31,40.0,25.0,10.0,65.07,446.58
2022-04-16 03:00:00,13.75,58.34,42.5,26.0,11.0,65.07,445.75
2022-04-16 04:00:00,13.36,59.54,45.0,28.0,12.0,65.07,407.81
2022-04-16 05:00:00,13.92,63.71,63.5,39.0,17.0,70.21,760.95
2022-04-16 06:00:00,15.55,54.68,67.0,41.0,18.0,58.22,654.52
2022-04-16 07:00:00,16.29,62.29,117.0,70.0,28.5,58.22,680.78
2022-04-16 08:00:00,15.89,64.15,149.0,90.0,37.0,65.07,492.07
2022-04-16 09:00:00,18.58,49.16,121.5,73.5,30.5,44.52,534.48
2022-04-16 10:00:00,20.68,39.03,65.0,40.0,17.0,37.67,437.72
2022-04-16 11:00:00,21.23,35.2,41.5,25.5,11.0,41.1,427.49
2022-04-16 12:00:00,21.96,31.35,29.0,18.0,8.0,44.52,426.4
2022-04-16 13:00:00,21.85,30.13,25.0,15.0,6.0,46.23,367.1
2022-04-16 14:00:00,20.5,36.93,35.0,22.0,9.0,61.64,442.65
2022-04-16 15:00:00,19.95,43.71,40.0,25.0,10.5,66.78,404.58
2022-04-16 16:00:00,19.95,47.67,51.0,32.0,14.0,71.92,455.55
2022-04-16 17:00:00,20.31,45.39,59.5,36.5,15.5,71.92,537.48
2022-04-16 18:00:00,19.18,48.43,67.0,41.0,18.0,78.77,644.42
2022-04-16 19:00:00,18.46,53.92,75.0,46.0,19.5,82.19,946.08
2022-04-16 20:00:00,17.89,64.47,82.0,51.0,22.0,82.19,684.14
2022-04-16 21:00:00,17.54,56.65,81.0,49.5,21.0,71.92,1057.51
2022-04-16 22:00:00,16.9,56.38,77.0,46.0,19.0,65.07,561.47
2022-04-16 23:00:00,17.17,54.12,59.0,36.0,15.0,61.64,518.57
2022-04-17 00:00:00,17.26,51.12,44.0,27.0,12.0,54.79,441.89
2022-04-17 01:00:00,17.55,49.97,29.5,18.0,7.0,56.51,341.32
2022-04-17 02:00:00,15.76,58.63,28.0,17.0,7.0,61.64,251.5
2022-04-17 03:00:00,15.14,62.58,39.0,23.5,10.0,61.64,249.69
2022-04-17 04:00:00,14.99,72.5,51.0,31.0,12.0,65.07,262.83
2022-04-17 05:00:00,14.39,77.45,55.5,33.5,14.0,61.64,267.28
2022-04-17 06:00:00,14.58,76.02,64.0,38.0,16.0,58.22,253.52
2022-04-17 07:00:00,15.0,71.02,24.5,14.5,6.0,58.22,218.69
2022-04-17 08:00:00,15.79,67.7,32.0,19.0,8.0,61.64,261.44
2022-04-17 09:00:00,16.42,65.79,21.0,12.5,5.0,56.51,273.97
2022-04-17 10:00:00,15.9,70.39,40.0,24.0,10.0,61.64,341.03
2022-04-17 11:00:00,15.03,79.24,61.5,37.0,15.0,63.36,328.66
2022-04-17 12:00:00,15.21,83.55,79.0,47.0,19.0,61.64,361.7
2022-04-17 13:00:00,14.26,91.81,76.5,45.5,18.5,58.22,309.57
2022-04-17 14:00:00,13.56,94.48,56.0,33.0,13.0,58.22,265.41
2022-04-17 15:00:00,13.56,94.84,43.0,26.0,10.5,61.64,295.42
2022-04-17 16:00:00,12.59,97.91,40.0,24.0,10.0,54.79,276.94
2022-04-17 17:00:00,11.44,95.97,28.0,17.0,6.5,51.37,233.33
2022-04-17 18:00:00,11.86,97.07,56.0,34.0,14.0,54.79,305.11
2022-04-17 19:00:00,11.22,93.41,37.5,22.0,9.0,51.37,253.32
2022-04-17 20:00:00,10.88,88.74,31.0,18.0,7.0,51.37,249.14
2022-04-17 21:00:00,11.01,84.94,25.0,15.0,6.0,47.95,244.34
2022-04-17 22:00:00,10.5,84.2,15.0,9.0,3.0,47.95,198.28
2022-04-17 23:00:00,9.86,83.67,14.0,8.0,3.0,44.52,199.18
2022-04-18 00:00:00,10.19,79.08,13.0,7.5,3.0,44.52,199.08
2022-04-18 01:00:00,9.56,77.83,10.0,6.0,2.0,44.52,190.49
2022-04-18 02:00:00,9.11,78.6,7.5,4.5,1.0,44.52,193.81
2022-04-18 03:00:00,8.79,82.81,8.5,5.0,2.0,47.95,198.79
2022-04-18 04:00:00,8.78,82.39,8.0,5.0,2.0,47.95,212.67
2022-04-18 05:00:00,8.98,80.48,10.0,5.5,2.0,51.37,235.47
2022-04-18 06:00:00,9.07,80.72,9.0,5.0,2.0,47.95,239.08
2022-04-18 07:00:00,9.62,81.52,12.5,7.5,3.0,51.37,254.47
2022-04-18 08:00:00,10.8,78.97,17.0,10.0,4.0,51.37,306.05
2022-04-18 09:00:00,11.35,75.83,17.0,10.0,4.0,44.52,239.79
2022-04-18 10:00:00,11.68,74.48,17.0,10.0,4.0,47.95,217.52
2022-04-18 11:00:00,12.26,72.29,16.5,10.0,4.0,47.95,235.5
2022-04-18 12:00:00,12.09,77.4,21.0,12.0,4.0,54.79,268.88
2022-04-18 13:00:00,11.76,85.62,35.5,21.0,8.5,58.22,459.75
2022-04-18 14:00:00,11.23,87.6,36.0,21.0,8.0,65.07,410.3
2022-04-18 15:00:00,10.69,96.58,37.0,21.5,8.0,68.49,451.37
2022-04-18 18:00:00,11.15,92.03,28.0,16.0,6.0,65.07,471.46
2022-04-18 19:00:00,9.22,100.0,10.0,5.5,2.0,61.64,323.25
2022-04-18 20:00:00,9.68,99.96,18.0,11.0,4.0,61.64,379.93
2022-04-18 21:00:00,9.44,98.17,12.5,7.0,3.0,58.22,329.94
2022-04-18 22:00:00,9.19,99.83,26.0,15.0,6.0,58.22,295.23
2022-04-18 23:00:00,9.17,98.77,15.0,9.0,3.0,54.79,243.35
2022-04-19 00:00:00,9.53,99.12,16.0,9.0,3.0,54.79,228.63
2022-04-19 01:00:00,9.0,99.85,17.5,10.0,4.0,51.37,198.14
2022-04-19 02:00:00,8.82,98.46,13.0,8.0,3.0,54.79,208.68
2022-04-19 03:00:00,8.6,97.44,22.0,12.5,5.0,54.79,231.04
2022-04-19 04:00:00,8.6,98.56,32.0,19.0,7.0,61.64,292.98
2022-04-19 05:00:00,8.65,96.3,35.5,21.0,8.0,61.64,436.17
2022-04-19 06:00:00,9.85,84.98,38.0,22.0,9.0,58.22,464.12
2022-04-19 07:00:00,11.4,67.6,23.0,14.0,5.5,44.52,277.47
2022-04-19 08:00:00,12.55,61.0,23.0,13.0,5.0,41.1,229.0
2022-04-19 09:00:00,13.17,56.44,45.0,27.5,11.5,41.1,258.5
2022-04-19 10:00:00,14.86,45.93,46.0,27.0,12.0,37.67,271.7
2022-04-19 11:00:00,15.01,42.04,43.0,26.0,11.0,47.95,238.92
2022-04-19 12:00:00,16.02,43.58,47.0,28.0,12.0,41.1,324.78
2022-04-19 13:00:00,14.76,47.53,55.5,34.0,14.0,59.93,304.0
2022-04-19 14:00:00,14.43,51.04,58.0,36.0,15.0,65.07,271.08
2022-04-19 15:00:00,13.72,58.47,46.5,28.5,12.0,68.49,344.64
2022-04-19 16:00:00,13.35,60.34,46.0,28.0,12.0,65.07,311.06
2022-04-19 17:00:00,13.22,60.45,47.0,28.0,11.5,65.07,342.36
2022-04-19 18:00:00,12.81,66.03,56.0,33.0,13.0,68.49,395.61
2022-04-19 19:00:00,12.05,72.4,57.0,33.0,12.5,66.78,351.62
2022-04-19 20:00:00,11.54,74.93,56.0,32.0,12.0,68.49,410.82
2022-04-19 21:00:00,11.94,70.95,43.0,25.5,10.0,61.64,312.35
2022-04-19 22:00:00,11.59,72.86,36.0,21.0,8.0,58.22,252.4
2022-04-19 23:00:00,11.69,74.11,47.5,28.0,11.0,61.64,364.14
2022-04-20 00:00:00,11.01,76.09,46.0,27.0,10.0,54.79,290.58
2022-04-20 01:00:00,11.02,74.67,47.5,28.0,11.0,51.37,225.52
2022-04-20 02:00:00,11.35,70.54,35.0,21.0,8.0,51.37,210.88
2022-04-20 03:00:00,11.71,74.22,21.5,13.0,5.0,54.79,231.55
2022-04-20 04:00:00,12.23,73.83,29.0,18.0,7.0,58.22,312.88
2022-04-20 05:00:00,12.58,74.6,57.5,33.5,13.5,65.07,621.39
2022-04-20 06:00:00,13.72,71.73,66.0,40.0,16.0,61.64,474.03
2022-04-20 07:00:00,14.17,70.05,60.0,36.0,14.0,56.51,482.15
2022-04-20 08:00:00,16.23,58.69,17.0,10.0,4.0,41.1,294.49
2022-04-20 09:00:00,15.96,59.79,20.5,12.5,5.0,47.95,300.57
2022-04-20 10:00:00,16.93,57.35,20.0,12.0,5.0,51.37,323.7
2022-04-20 11:00:00,17.75,46.39,23.0,13.5,5.5,44.52,320.25
2022-04-20 12:00:00,17.66,41.25,21.0,13.0,5.0,47.95,284.13
2022-04-20 13:00:00,17.98,45.63,22.5,13.5,6.0,54.79,322.11
2022-04-20 14:00:00,17.95,46.87,27.0,16.0,7.0,58.22,318.47
2022-04-20 15:00:00,18.74,44.8,22.5,13.5,5.5,54.79,309.45
2022-04-20 16:00:00,18.56,50.14,23.0,14.0,6.0,61.64,337.49
2022-04-20 17:00:00,18.53,51.17,28.5,17.5,7.0,65.07,388.17
2022-04-20 18:00:00,15.23,62.08,26.0,16.0,6.0,65.07,286.59
2022-04-20 19:00:00,14.01,56.02,11.0,6.0,2.5,58.22,254.83
2022-04-20 20:00:00,13.12,54.6,7.0,4.0,2.0,58.22,229.55
2022-04-20 21:00:00,13.05,54.18,8.5,5.0,2.0,58.22,219.65
2022-04-20 22:00:00,12.62,54.91,12.0,7.0,3.0,58.22,218.08
2022-04-20 23:00:00,12.54,54.89,11.5,7.0,3.0,58.22,211.65
2022-04-21 00:00:00,13.12,54.79,11.0,7.0,3.0,54.79,207.18
2022-04-21 01:00:00,12.73,53.52,11.5,7.0,3.0,56.51,203.28
2022-04-21 02:00:00,12.18,57.9,16.0,10.0,4.0,58.22,247.48
2022-04-21 03:00:00,11.21,64.98,22.5,13.0,5.0,65.07,333.72
2022-04-21 04:00:00,9.94,73.09,25.0,15.0,6.0,71.92,407.11
2022-04-21 05:00:00,10.76,72.51,39.0,23.5,10.0,68.49,904.15
2022-04-21 06:00:00,12.85,63.91,37.0,22.0,9.0,54.79,498.46
2022-04-21 07:00:00,12.87,70.62,56.5,34.0,14.0,61.64,443.36
2022-04-21 08:00:00,13.94,66.61,69.0,42.0,17.0,61.64,504.32
2022-04-21 09:00:00,15.09,62.95,78.5,46.5,19.0,59.93,568.04
2022-04-21 10:00:00,13.77,73.34,99.0,60.0,25.0,71.92,619.54
2022-04-21 11:00:00,14.94,71.29,103.5,62.0,25.5,65.07,589.34
2022-04-21 12:00:00,14.42,77.75,97.0,58.0,24.0,65.07,626.0
2022-04-21 13:00:00,15.8,70.67,115.0,70.0,29.0,54.79,524.53
2022-04-21 14:00:00,16.06,70.37,118.0,71.0,29.0,61.64,474.38
2022-04-21 15:00:00,15.3,77.84,90.0,53.0,21.5,61.64,390.54
2022-04-21 16:00:00,16.46,69.37,87.0,51.0,21.0,58.22,449.07
2022-04-21 17:00:00,15.87,69.8,77.5,46.0,19.0,61.64,402.31
2022-04-21 18:00:00,15.55,68.02,53.5,32.0,13.0,61.64,400.28
2022-04-21 19:00:00,15.64,70.84,76.5,46.0,18.5,66.78,659.97
2022-04-21 20:00:00,15.11,73.61,76.0,45.0,19.0,68.49,786.55
2022-04-21 21:00:00,15.02,74.25,90.0,54.5,22.0,65.07,935.11
2022-04-21 22:00:00,14.33,76.7,85.0,50.0,20.0,65.07,627.98
2022-04-21 23:00:00,13.63,81.73,88.0,51.5,20.5,58.22,449.98
2022-04-22 00:00:00,14.23,80.94,113.0,67.0,27.0,58.22,534.37
2022-04-22 01:00:00,13.7,84.66,117.5,68.0,26.5,51.37,446.79
2022-04-22 02:00:00,13.57,88.62,131.0,76.0,29.0,54.79,456.01
2022-04-22 03:00:00,13.44,87.85,125.0,72.0,27.5,54.79,439.06
2022-04-22 04:00:00,13.96,87.71,141.0,83.0,33.0,54.79,524.15
2022-04-22 05:00:00,13.9,97.55,143.0,82.5,32.0,53.08,453.74
2022-04-22 06:00:00,14.3,95.64,167.0,98.0,38.0,47.95,508.96
2022-04-22 07:00:00,14.67,92.27,145.0,85.0,33.0,47.95,464.81
2022-04-22 08:00:00,16.85,77.47,135.0,79.0,31.0,41.1,437.88
2022-04-22 09:00:00,16.91,70.06,85.0,50.5,20.0,46.23,343.68
2022-04-22 10:00:00,18.35,65.06,78.0,46.0,18.0,44.52,343.17
2022-04-22 11:00:00,18.36,67.34,80.0,48.0,19.5,46.23,384.67
2022-04-22 12:00:00,18.81,68.64,79.0,48.0,20.0,54.79,395.85
2022-04-22 13:00:00,18.35,70.74,72.0,43.5,18.0,58.22,347.77
2022-04-22 14:00:00,18.69,71.42,54.0,33.0,14.0,58.22,344.62
2022-04-22 15:00:00,18.94,73.08,51.0,31.0,13.0,63.36,325.81
2022-04-22 16:00:00,18.56,77.05,54.0,32.0,13.0,65.07,342.08
2022-04-22 17:00:00,17.88,77.59,60.5,36.5,14.5,68.49,354.22
2022-04-22 18:00:00,16.9,83.96,82.0,49.0,20.0,68.49,335.46
2022-04-22 19:00:00,17.2,81.59,92.5,55.5,22.5,66.78,366.96
2022-04-22 20:00:00,16.57,85.1,122.0,72.0,29.0,68.49,380.21
2022-04-22 21:00:00,16.31,86.75,121.5,70.5,28.0,66.78,394.68
2022-04-22 22:00:00,14.79,91.11,116.0,68.0,27.0,68.49,416.75
2022-04-22 23:00:00,14.39,91.61,112.5,66.0,25.5,65.07,497.72
2022-04-23 00:00:00,13.73,91.43,104.0,62.0,25.0,58.22,401.57
2022-04-23 01:00:00,13.58,92.39,133.5,77.0,30.0,54.79,425.13
2022-04-23 02:00:00,12.79,96.54,119.0,69.0,27.0,54.79,396.74
2022-04-23 03:00:00,12.74,97.81,132.0,76.0,29.5,54.79,377.88
2022-04-23 04:00:00,12.73,96.24,105.0,62.0,24.0,54.79,338.43
2022-04-23 05:00:00,13.44,93.34,122.5,72.5,28.0,54.79,578.85
2022-04-23 06:00:00,14.4,89.5,139.0,81.0,32.0,54.79,482.63
2022-04-23 07:00:00,16.26,77.55,143.5,84.0,34.0,49.66,515.72
2022-04-23 08:00:00,17.18,71.36,123.0,73.0,30.0,44.52,426.76
2022-04-23 09:00:00,19.12,61.78,97.5,59.0,24.0,42.81,388.63
2022-04-23 10:00:00,19.78,56.15,52.0,31.0,13.0,44.52,339.06
2022-04-23 11:00:00,22.54,46.88,35.0,21.5,9.0,34.25,354.18
2022-04-23 12:00:00,23.06,41.33,23.0,14.0,6.0,30.82,249.44
2022-04-23 13:00:00,23.99,41.95,27.5,16.0,6.5,49.66,343.05
2022-04-23 14:00:00,20.67,70.22,49.0,29.0,12.0,82.19,401.26
2022-04-23 15:00:00,21.06,63.28,43.5,26.5,11.0,71.92,352.69
2022-04-23 16:00:00,21.74,62.08,49.0,30.0,12.0,71.92,353.48
2022-04-23 17:00:00,20.23,69.75,52.5,31.5,13.0,71.92,377.41
2022-04-23 18:00:00,18.84,73.97,55.0,33.0,14.0,71.92,435.82
2022-04-23 19:00:00,18.16,77.89,61.5,37.0,15.0,75.34,582.32
2022-04-23 20:00:00,17.42,76.16,50.0,30.0,12.0,68.49,593.85
2022-04-23 21:00:00,17.73,66.47,28.5,17.0,7.0,54.79,416.37
2022-04-23 22:00:00,17.16,64.79,29.0,17.0,7.0,58.22,416.17
2022-04-23 23:00:00,17.28,75.47,99.0,58.5,24.0,61.64,655.68
2022-04-24 00:00:00,15.14,78.09,66.0,39.0,16.0,65.07,675.37
2022-04-24 01:00:00,14.82,76.58,42.0,25.0,10.5,58.22,448.33
2022-04-24 02:00:00,15.16,74.85,41.0,24.0,10.0,58.22,382.56
2022-04-24 03:00:00,14.23,81.14,48.0,28.5,11.5,61.64,391.0
2022-04-24 04:00:00,13.89,82.59,50.0,29.0,11.0,61.64,438.39
2022-04-24 05:00:00,14.83,88.26,77.5,45.5,18.5,47.95,357.52
2022-04-24 06:00:00,16.11,81.68,74.0,44.0,18.0,44.52,340.56
2022-04-24 07:00:00,17.24,76.66,77.0,45.5,18.0,37.67,341.72
2022-04-24 08:00:00,19.57,63.21,77.0,46.0,19.0,30.82,377.38
2022-04-24 09:00:00,21.2,57.31,93.5,56.0,23.5,41.1,417.8
2022-04-24 10:00:00,23.85,47.22,82.0,49.0,21.0,30.82,428.66
2022-04-24 11:00:00,25.3,38.26,30.0,17.5,7.0,23.97,284.84
2022-04-24 12:00:00,25.31,42.61,33.0,20.0,8.0,44.52,239.45
2022-04-24 13:00:00,24.52,47.1,32.0,19.5,8.0,59.93,385.42
2022-04-24 14:00:00,23.33,57.71,34.0,20.0,8.0,65.07,374.73
2022-04-24 15:00:00,22.58,60.97,41.0,25.0,10.0,66.78,373.12
2022-04-24 16:00:00,22.53,58.04,33.0,20.0,8.0,61.64,334.58
2022-04-24 17:00:00,21.25,60.39,31.5,18.0,7.0,63.36,344.77
2022-04-24 18:00:00,19.44,67.35,32.0,19.0,8.0,68.49,332.69
2022-04-24 19:00:00,19.54,67.76,41.0,24.5,10.0,71.92,654.98
2022-04-24 20:00:00,18.37,75.43,47.0,29.0,12.0,71.92,620.16
2022-04-24 21:00:00,18.18,73.1,40.0,24.0,9.5,71.92,623.24
2022-04-24 22:00:00,17.63,75.75,46.0,27.0,11.0,65.07,549.77
2022-04-24 23:00:00,17.51,78.53,52.5,31.0,13.0,65.07,557.2
2022-04-25 00:00:00,16.68,80.2,47.0,28.0,11.0,58.22,412.89
2022-04-25 01:00:00,16.62,79.4,41.5,24.5,10.0,54.79,328.26
2022-04-25 02:00:00,16.25,82.96,54.0,33.0,13.0,54.79,380.73
2022-04-25 03:00:00,15.99,83.71,49.0,28.5,11.5,53.08,317.99
2022-04-25 04:00:00,15.83,89.51,63.0,37.0,15.0,54.79,339.12
2022-04-25 05:00:00,16.26,84.93,55.0,32.0,13.0,51.37,338.99
2022-04-25 06:00:00,17.91,79.58,65.0,39.0,16.0,44.52,352.36
2022-04-25 07:00:00,18.18,77.25,73.0,43.5,17.5,41.1,351.28
2022-04-25 08:00:00,21.12,63.16,77.0,46.0,19.0,37.67,383.05
2022-04-25 09:00:00,21.51,59.4,63.5,38.0,16.0,44.52,378.6
2022-04-25 10:00:00,23.23,52.91,36.0,21.0,9.0,34.25,356.73
2022-04-25 11:00:00,23.31,52.41,41.5,24.5,10.0,44.52,322.03
2022-04-25 12:00:00,22.35,58.37,38.0,23.0,9.0,54.79,338.95
2022-04-25 13:00:00,23.67,57.35,34.5,20.0,8.0,56.51,325.83
2022-04-25 14:00:00,23.93,55.97,31.0,18.0,7.0,58.22,316.04
2022-04-25 15:00:00,23.63,59.51,29.0,17.0,7.0,58.22,328.94
2022-04-25 16:00:00,23.27,60.29,36.0,21.0,9.0,61.64,374.04
2022-04-25 17:00:00,21.22,67.91,35.0,20.5,8.5,65.07,369.07
2022-04-25 18:00:00,20.34,65.48,34.0,20.0,8.0,61.64,368.01
2022-04-25 19:00:00,20.26,64.21,34.5,20.5,8.5,68.49,487.41
2022-04-25 20:00:00,18.88,70.92,38.0,23.0,9.0,71.92,513.19
2022-04-25 21:00:00,18.48,73.6,42.5,25.0,10.0,71.92,653.51
2022-04-25 22:00:00,18.52,73.98,49.0,30.0,12.0,68.49,657.09
2022-04-25 23:00:00,17.64,75.78,35.0,20.5,8.5,61.64,453.33
2022-04-26 00:00:00,17.06,77.9,35.0,21.0,8.0,61.64,414.99
2022-04-26 01:00:00,16.82,78.74,37.5,22.5,9.5,58.22,442.38
2022-04-26 02:00:00,16.16,74.73,28.0,17.0,6.0,51.37,341.15
2022-04-26 03:00:00,15.19,66.95,15.0,8.5,3.0,54.79,338.2
2022-04-26 04:00:00,15.71,69.97,29.0,18.0,7.0,65.07,602.74
2022-04-26 05:00:00,16.74,66.35,39.5,24.0,10.0,58.22,827.67
2022-04-26 06:00:00,19.61,42.08,8.0,4.0,2.0,23.97,421.17
2022-04-26 07:00:00,23.14,33.24,4.0,2.0,0.5,20.55,229.58
2022-04-26 08:00:00,25.73,30.91,4.0,2.0,0.0,20.55,237.33
2022-04-26 09:00:00,26.25,31.74,7.0,4.0,1.0,27.4,296.67
2022-04-26 10:00:00,26.91,31.99,10.0,6.0,2.0,37.67,412.37
2022-04-26 11:00:00,26.43,31.38,10.5,6.0,2.0,46.23,403.53
2022-04-26 12:00:00,26.91,27.34,7.0,4.0,1.0,41.1,353.53
2022-04-26 13:00:00,26.71,27.39,8.0,4.5,1.5,49.66,340.85
2022-04-26 14:00:00,26.5,31.89,12.0,7.0,3.0,61.64,396.13
2022-04-26 15:00:00,26.21,35.55,17.5,10.5,4.0,65.07,472.08
2022-04-26 16:00:00,25.94,38.01,23.0,13.0,5.0,68.49,437.63
2022-04-26 17:00:00,25.22,39.91,24.0,14.0,5.5,71.92,477.79
2022-04-26 18:00:00,23.15,48.67,30.0,18.0,7.0,78.77,567.11
2022-04-26 19:00:00,21.66,55.69,34.0,20.0,8.0,94.18,1014.26
2022-04-26 20:00:00,20.12,61.93,42.0,24.0,10.0,89.04,949.75
2022-04-26 21:00:00,19.62,64.51,42.5,26.0,11.0,82.19,794.32
2022-04-26 22:00:00,19.36,64.88,44.0,26.0,11.0,78.77,827.3
2022-04-26 23:00:00,19.0,69.94,60.0,36.0,15.0,70.21,768.64
2022-04-27 00:00:00,17.36,72.08,51.0,31.0,13.0,65.07,564.04
2022-04-27 01:00:00,17.66,71.02,50.0,30.0,13.0,58.22,441.0
2022-04-27 02:00:00,17.09,78.97,61.0,36.0,15.0,61.64,422.06
2022-04-27 03:00:00,16.94,80.1,51.5,31.0,13.0,65.07,449.07
2022-04-27 04:00:00,16.49,88.27,69.0,42.0,18.0,68.49,699.84
2022-04-27 05:00:00,17.23,86.49,75.0,46.0,19.0,59.93,998.52
2022-04-27 06:00:00,18.89,76.54,69.0,41.0,17.0,51.37,662.98
2022-04-27 07:00:00,20.02,70.89,66.0,40.5,16.5,46.23,611.09
2022-04-27 08:00:00,20.2,67.1,57.0,34.0,15.0,54.79,426.78
2022-04-27 09:00:00,23.45,51.75,43.5,26.0,10.5,34.25,454.27
2022-04-27 10:00:00,23.75,49.07,28.0,17.0,7.0,34.25,453.8
2022-04-27 11:00:00,24.64,48.13,27.5,16.0,7.0,44.52,395.23
2022-04-27 12:00:00,24.74,43.41,27.0,16.0,7.0,44.52,440.43
2022-04-27 13:00:00,24.46,45.39,30.5,17.5,7.5,58.22,424.53
2022-04-27 14:00:00,24.23,48.82,30.0,18.0,7.0,65.07,393.48
2022-04-27 15:00:00,23.93,50.54,34.0,20.5,9.0,65.07,420.68
2022-04-27 16:00:00,23.56,54.0,31.0,19.0,8.0,68.49,369.39
2022-04-27 17:00:00,23.63,53.91,34.0,20.5,8.5,68.49,426.1
2022-04-27 18:00:00,21.72,66.44,40.0,25.0,10.0,75.34,429.36
2022-04-27 19:00:00,20.86,73.86,46.5,27.5,11.5,78.77,444.01
2022-04-27 20:00:00,20.26,78.2,55.0,34.0,14.0,78.77,529.48
2022-04-27 21:00:00,19.22,75.72,73.5,44.5,19.0,78.77,1020.38
2022-04-27 22:00:00,19.53,72.34,75.0,46.0,19.0,58.22,635.79
2022-04-27 23:00:00,17.84,77.14,67.5,40.5,17.5,65.07,568.76
2022-04-28 00:00:00,17.16,80.49,73.0,44.0,18.0,61.64,488.4
2022-04-28 01:00:00,17.16,77.21,59.0,36.0,15.0,54.79,304.34
2022-04-28 02:00:00,16.58,78.99,66.0,41.0,17.0,58.22,357.36
2022-04-28 03:00:00,16.15,82.94,77.0,46.0,19.5,65.07,450.32
2022-04-28 04:00:00,16.07,85.08,89.0,54.0,22.0,65.07,737.11
2022-04-28 05:00:00,16.96,86.82,96.0,58.0,24.5,58.22,900.5
2022-04-28 06:00:00,17.35,83.14,104.0,63.0,26.0,47.95,489.68
2022-04-28 07:00:00,18.58,78.47,96.5,58.0,24.5,44.52,510.76
2022-04-28 08:00:00,20.38,69.37,92.0,55.0,23.0,44.52,543.26
2022-04-28 09:00:00,21.97,62.9,89.5,54.0,22.5,49.66,537.92
2022-04-28 10:00:00,25.24,43.7,46.0,28.0,12.0,27.4,408.06
2022-04-28 11:00:00,25.2,43.92,43.0,26.0,10.5,35.96,350.97
2022-04-28 12:00:00,24.35,42.71,32.0,19.0,8.0,44.52,349.62
2022-04-28 13:00:00,24.93,39.68,23.5,14.0,6.0,49.66,400.88
2022-04-28 14:00:00,24.79,44.37,24.0,15.0,6.0,61.64,440.3
2022-04-28 15:00:00,24.49,43.49,27.0,16.0,6.5,61.64,379.94
2022-04-28 16:00:00,24.23,47.25,26.0,16.0,7.0,68.49,399.04
2022-04-28 17:00:00,23.19,49.91,30.5,18.0,8.0,70.21,434.08
2022-04-28 18:00:00,21.72,56.74,31.0,18.0,8.0,75.34,397.38
2022-04-28 19:00:00,21.59,61.31,44.0,27.0,11.0,77.05,480.95
2022-04-28 20:00:00,22.12,45.3,38.0,22.0,10.0,47.95,323.44
2022-04-28 21:00:00,20.77,45.82,34.0,20.5,8.0,47.95,294.06
2022-04-28 22:00:00,19.88,48.43,36.0,22.0,8.0,51.37,296.11
2022-04-28 23:00:00,19.57,49.35,35.0,20.5,8.0,51.37,282.77
2022-04-29 00:00:00,19.56,52.34,38.0,23.0,9.0,54.79,277.69
2022-04-29 01:00:00,19.15,54.58,40.5,24.0,9.5,54.79,285.18
2022-04-29 02:00:00,18.57,59.44,45.0,26.0,10.0,58.22,283.56
2022-04-29 03:00:00,17.79,61.3,40.5,24.0,9.0,58.22,277.33
2022-04-29 04:00:00,17.09,59.71,38.0,22.0,9.0,58.22,264.75
2022-04-29 05:00:00,17.68,60.41,39.5,24.0,10.0,58.22,288.37
2022-04-29 06:00:00,18.54,60.69,44.0,26.0,10.0,54.79,288.18
2022-04-29 07:00:00,20.97,53.7,44.0,26.0,11.0,44.52,297.81
2022-04-29 08:00:00,22.57,46.95,42.0,25.0,10.0,41.1,278.45
2022-04-29 09:00:00,24.12,43.28,40.0,24.0,10.0,35.96,253.26
2022-04-29 10:00:00,23.8,43.64,39.0,23.0,10.0,44.52,262.74
